YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
74 03 05 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 05 12 359 14.3 99.0 99.00 99.00 99.00 999 1019.0 -01.3 999.0 -01.5 99.0
74 03 05 15 320 12.9 99.0 99.00 99.00 99.00 999 1020.0 -00.6 999.0 -02.0 99.0
74 03 05 18 315 10.9 99.0 99.00 99.00 99.00 999 1022.0  00.1 999.0 -05.1 99.0
74 03 05 21 240 09.9 99.0 99.00 99.00 99.00 999 1022.0  00.8 999.0 -04.3 99.0
74 03 06 00 302 12.4 99.0 99.00 99.00 99.00 999 1021.0  01.2 999.0 -02.0 99.0
74 03 06 03 230 10.7 99.0 99.00 99.00 99.00 999 1019.0  01.7 999.0 -00.8 99.0
74 03 06 06 232 08.4 99.0 99.00 99.00 99.00 999 1018.0  01.4 999.0 -01.1 99.0
74 03 06 09 318 12.7 99.0 99.00 99.00 99.00 999 1019.0  01.3 999.0 -03.5 99.0
74 03 06 12 019 09.6 99.0 99.00 99.00 99.00 999 1021.0  01.0 999.0 -04.3 99.0
74 03 06 15 230 06.7 99.0 99.00 99.00 99.00 999 1021.0  00.9 999.0 -03.6 99.0
74 03 06 18 342 09.9 99.0 99.00 99.00 99.00 999 1021.0  01.1 999.0 -03.7 99.0
74 03 06 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 07 00 315 13.0 99.0 99.00 99.00 99.00 999 1019.0  01.2 999.0 -04.9 99.0
74 03 07 03 236 08.5 99.0 99.00 99.00 99.00 999 1017.0  00.7 999.0 -03.9 99.0
74 03 07 06 227 10.4 99.0 99.00 99.00 99.00 999 1015.0  00.6 999.0 -05.2 99.0
74 03 07 09 262 09.9 99.0 99.00 99.00 99.00 999 1011.0  00.6 999.0 -05.2 99.0
74 03 07 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 07 15 249 13.1 99.0 99.00 99.00 99.00 999 1003.0 -03.0 999.0 999.0 99.0
74 03 07 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 07 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 08 00 307 10.2 99.0 99.00 99.00 99.00 999 0994.0 -07.4 999.0 999.0 99.0
74 03 08 03 252 06.9 99.0 99.00 99.00 99.00 999 0991.0 -07.8 999.0 999.0 99.0
74 03 08 06 273 04.8 99.0 99.00 99.00 99.00 999 0989.0 -07.8 999.0 999.0 99.0
74 03 08 09 304 06.0 99.0 99.00 99.00 99.00 999 0988.0 -07.6 999.0 999.0 99.0
74 03 08 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 08 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 08 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 08 21 071 00.4 99.0 99.00 99.00 99.00 999 0977.0 -03.6 999.0 999.0 99.0
74 03 09 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 09 03 093 09.6 99.0 99.00 99.00 99.00 999 0976.0 -04.1 999.0 999.0 99.0
74 03 09 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 09 09 118 06.9 99.0 99.00 99.00 99.00 999 0978.0 -02.7 999.0 999.0 99.0
74 03 09 12 099 05.8 99.0 99.00 99.00 99.00 999 0981.0  00.5 999.0 999.0 99.0
74 03 09 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 09 18 058 04.9 99.0 99.00 99.00 99.00 999 0987.0 -01.0 999.0 999.0 99.0
74 03 09 21 101 05.8 99.0 99.00 99.00 99.00 999 0989.0 -02.4 999.0 -05.3 99.0
74 03 10 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 10 03 999 99.0 99.0 99.00 99.00 99.00 999 0991.0 999.0 999.0 999.0 99.0
74 03 10 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 10 09 183 01.7 99.0 99.00 99.00 99.00 999 0994.0 -02.3 999.0 999.0 99.0
74 03 10 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 10 15 190 01.5 99.0 99.00 99.00 99.00 999 0995.0 -01.1 999.0 999.0 99.0
74 03 10 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 10 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 11 00 066 05.0 99.0 99.00 99.00 99.00 999 1001.0  00.3 999.0 -01.2 99.0
74 03 11 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 11 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 11 09 032 04.3 99.0 99.00 99.00 99.00 999 1007.0  00.0 999.0 -05.3 99.0
74 03 11 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 11 15 091 09.9 99.0 99.00 99.00 99.00 999 1009.0  00.7 999.0 -04.5 99.0
74 03 11 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 11 21 352 09.5 99.0 99.00 99.00 99.00 999 1011.0  01.7 999.0 -02.1 99.0
74 03 12 00 001 12.0 99.0 99.00 99.00 99.00 999 1011.0  02.0 999.0 -00.5 99.0
74 03 12 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 12 06 087 07.0 99.0 99.00 99.00 99.00 999 1013.0  01.9 999.0  01.9 99.0
74 03 12 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 12 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 12 15 338 06.8 99.0 99.00 99.00 99.00 999 1013.0  00.8 999.0  00.8 99.0
74 03 12 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 12 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 13 00 278 08.6 99.0 99.00 99.00 99.00 999 1011.0  00.6 999.0 -05.8 99.0
74 03 13 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 13 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 13 09 234 08.2 99.0 99.00 99.00 99.00 999 1010.0  00.0 999.0 -05.5 99.0
74 03 13 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 13 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 13 18 218 08.0 99.0 99.00 99.00 99.00 999 1009.0  00.4 999.0 -03.1 99.0
74 03 13 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 14 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 14 03 143 06.0 99.0 99.00 99.00 99.00 999 1011.0  00.7 999.0 -01.9 99.0
74 03 14 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 14 09 229 08.7 99.0 99.00 99.00 99.00 999 1012.0  00.1 999.0 -01.2 99.0
74 03 14 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 14 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 14 18 161 09.7 99.0 99.00 99.00 99.00 999 1012.0  00.0 999.0  00.0 99.0
74 03 14 21 161 06.7 99.0 99.00 99.00 99.00 999 1012.0  02.7 999.0 -00.1 99.0
74 03 15 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 15 03 060 05.5 99.0 99.00 99.00 99.00 999 1008.0  00.8 999.0  00.4 99.0
74 03 15 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 15 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 15 12 089 06.7 99.0 99.00 99.00 99.00 999 1003.0  01.7 999.0 999.0 99.0
74 03 15 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 15 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 15 21 111 06.3 99.0 99.00 99.00 99.00 999 1002.0  03.0 999.0  02.7 99.0
74 03 16 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 16 03 041 03.4 99.0 99.00 99.00 99.00 999 1004.0  02.5 999.0  01.4 99.0
74 03 16 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 16 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 16 12 159 02.2 99.0 99.00 99.00 99.00 999 1007.0  01.2 999.0  00.1 99.0
74 03 16 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 16 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 17 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 17 03 107 08.5 99.0 99.00 99.00 99.00 999 1006.0  01.6 999.0  01.6 99.0
74 03 17 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 17 09 295 09.2 99.0 99.00 99.00 99.00 999 1013.0  01.6 999.0  01.0 99.0
74 03 17 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 17 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 17 18 219 04.9 99.0 99.00 99.00 99.00 999 1023.0  01.8 999.0  01.2 99.0
74 03 17 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 18 00 277 01.5 99.0 99.00 99.00 99.00 999 1028.0  05.4 999.0  01.8 99.0
74 03 18 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 18 06 135 01.2 99.0 99.00 99.00 99.00 999 1031.0  00.5 999.0  00.1 99.0
74 03 18 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 18 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 18 15 096 10.2 99.0 99.00 99.00 99.00 999 1030.0  01.5 999.0  01.5 99.0
74 03 18 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 18 21 076 08.3 99.0 99.00 99.00 99.00 999 1029.0  03.0 999.0  03.0 99.0
74 03 19 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 19 03 106 06.2 99.0 99.00 99.00 99.00 999 9999.0  02.7 999.0 999.0 99.0
74 03 19 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 19 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 19 12 131 09.7 99.0 99.00 99.00 99.00 999 1025.0  02.6 999.0 999.0 99.0
74 03 19 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 19 18 142 11.9 99.0 99.00 99.00 99.00 999 1021.0  02.7 999.0 999.0 99.0
74 03 19 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 20 00 210 08.0 99.0 99.00 99.00 99.00 999 1021.0  03.1 999.0 999.0 99.0
74 03 20 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 20 06 211 04.4 99.0 99.00 99.00 99.00 999 1021.0  02.4 999.0 999.0 99.0
74 03 20 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 20 12 158 07.9 99.0 99.00 99.00 99.00 999 1020.0  02.6 999.0 999.0 99.0
74 03 20 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 20 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 20 21 184 07.5 99.0 99.00 99.00 99.00 999 1019.0  03.0 999.0 999.0 99.0
74 03 21 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 21 03 174 07.8 99.0 99.00 99.00 99.00 999 1019.0  03.0 999.0 999.0 99.0
74 03 21 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 21 09 120 07.1 99.0 99.00 99.00 99.00 999 1020.0  02.2 999.0 999.0 99.0
74 03 21 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 21 15 125 09.0 99.0 99.00 99.00 99.00 999 1019.0  02.0 999.0  02.0 99.0
74 03 21 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 21 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 22 00 137 06.8 99.0 99.00 99.00 99.00 999 1019.0  02.9 999.0  02.9 99.0
74 03 22 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 22 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 22 09 088 08.7 99.0 99.00 99.00 99.00 999 1016.0  02.2 999.0 999.0 99.0
74 03 22 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 22 15 105 09.0 99.0 99.00 99.00 99.00 999 1012.0  02.2 999.0 999.0 99.0
74 03 22 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 22 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 23 00 167 07.7 99.0 99.00 99.00 99.00 999 1010.0  02.9 999.0 999.0 99.0
74 03 23 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 23 06 180 06.5 99.0 99.00 99.00 99.00 999 1013.0  02.3 999.0  02.0 99.0
74 03 23 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 23 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 23 15 157 07.3 99.0 99.00 99.00 99.00 999 1012.0  02.0 999.0 999.0 99.0
74 03 23 18 119 06.3 99.0 99.00 99.00 99.00 999 1010.0  02.6 999.0 999.0 99.0
74 03 23 21 092 09.0 99.0 99.00 99.00 99.00 999 1009.0  03.0 999.0 999.0 99.0
74 03 24 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 24 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 24 06 086 11.1 99.0 99.00 99.00 99.00 999 1003.0  02.3 999.0 999.0 99.0
74 03 24 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 24 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 24 15 159 09.6 99.0 99.00 99.00 99.00 999 0997.0  03.5 999.0  03.0 99.0
74 03 24 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 24 21 050 09.3 99.0 99.00 99.00 99.00 999 0994.0  03.4 999.0  02.7 99.0
74 03 25 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 25 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 25 06 117 10.0 99.0 99.00 99.00 99.00 999 0992.0  03.2 999.0 999.0 99.0
74 03 25 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 25 12 132 10.2 99.0 99.00 99.00 99.00 999 0991.0  02.8 999.0 999.0 99.0
74 03 25 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 25 18 103 08.4 99.0 99.00 99.00 99.00 999 0989.0  02.9 999.0 999.0 99.0
74 03 25 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 26 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 26 03 066 10.3 99.0 99.00 99.00 99.00 999 0989.0  02.7 999.0 999.0 99.0
74 03 26 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 26 09 044 09.4 99.0 99.00 99.00 99.00 999 0985.0  03.3 999.0  03.0 99.0
74 03 26 12 064 13.2 99.0 99.00 99.00 99.00 999 0980.0  03.5 999.0 999.0 99.0
74 03 26 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 26 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 26 21 030 06.7 99.0 99.00 99.00 99.00 999 0985.0  03.2 999.0 999.0 99.0
74 03 27 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 27 03 088 09.4 99.0 99.00 99.00 99.00 999 0984.0  03.0 999.0 999.0 99.0
74 03 27 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 27 09 101 05.5 99.0 99.00 99.00 99.00 999 0986.0  02.7 999.0 999.0 99.0
74 03 27 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 27 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 27 18 075 04.6 99.0 99.00 99.00 99.00 999 0987.0  02.5 999.0 999.0 99.0
74 03 27 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 28 00 035 04.3 99.0 99.00 99.00 99.00 999 0988.0  02.9 999.0 999.0 99.0
74 03 28 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 28 05 067 02.2 99.0 99.00 99.00 99.00 999 0987.0  02.3 999.0 999.0 99.0
74 03 28 06 323 05.7 99.0 99.00 99.00 99.00 999 0986.0  02.5 999.0 999.0 99.0
74 03 28 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 28 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 28 15 067 02.2 99.0 99.00 99.00 99.00 999 0987.0  02.3 999.0 999.0 99.0
74 03 28 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 28 21 060 02.3 99.0 99.00 99.00 99.00 999 0989.0  03.1 999.0 999.0 99.0
74 03 29 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 29 03 113 00.8 99.0 99.00 99.00 99.00 999 0990.0  02.9 999.0 999.0 99.0
74 03 29 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 29 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 29 12 146 01.7 99.0 99.00 99.00 99.00 999 0993.0  02.4 999.0 999.0 99.0
74 03 29 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 29 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 29 21 157 02.1 99.0 99.00 99.00 99.00 999 0996.0  03.1 999.0 999.0 99.0
74 03 30 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 30 03 205 01.5 99.0 99.00 99.00 99.00 999 0998.0  02.9 999.0 999.0 99.0
74 03 30 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 30 09 159 01.5 99.0 99.00 99.00 99.00 999 0998.0  02.4 999.0 999.0 99.0
74 03 30 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 30 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 30 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 30 21 111 00.5 99.0 99.00 99.00 99.00 999 0998.0  03.3 999.0 999.0 99.0
74 03 31 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 31 03 165 02.0 99.0 99.00 99.00 99.00 999 0998.0  02.0 999.0 999.0 99.0
74 03 31 06 150 03.3 99.0 99.00 99.00 99.00 999 0999.0  02.1 999.0 999.0 99.0
74 03 31 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 31 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 31 15 129 04.1 99.0 99.00 99.00 99.00 999 0996.0  01.3 999.0 999.0 99.0
74 03 31 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 03 31 21 162 06.3 99.0 99.00 99.00 99.00 999 0997.0  03.2 999.0 999.0 99.0
74 04 01 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 04 01 03 106 06.8 99.0 99.00 99.00 99.00 999 0996.0  02.7 999.0 999.0 99.0
74 04 01 06 097 07.5 99.0 99.00 99.00 99.00 999 0997.0  02.3 999.0 999.0 99.0
74 04 01 09 085 07.5 99.0 99.00 99.00 99.00 999 0998.0  02.3 999.0 999.0 99.0
74 04 01 12 100 06.4 99.0 99.00 99.00 99.00 999 0997.0  02.2 999.0 999.0 99.0
74 04 01 15 083 03.9 99.0 99.00 99.00 99.00 999 0998.0  02.2 999.0 999.0 99.0
74 04 01 18 032 02.4 99.0 99.00 99.00 99.00 999 0999.0  02.7 999.0 999.0 99.0
74 04 01 21 071 05.3 99.0 99.00 99.00 99.00 999 1000.0  04.0 999.0 999.0 99.0
74 04 02 00 079 03.0 99.0 99.00 99.00 99.00 999 1000.0  04.3 999.0 999.0 99.0
74 04 02 03 088 03.8 99.0 99.00 99.00 99.00 999 0999.0  02.9 999.0 999.0 99.0
74 04 02 06 119 05.1 99.0 99.00 99.00 99.00 999 1000.0  02.2 999.0 999.0 99.0
74 04 02 09 127 04.9 99.0 99.00 99.00 99.00 999 1000.0  02.5 999.0 999.0 99.0
74 04 02 12 182 05.5 99.0 99.00 99.00 99.00 999 0999.0  01.6 999.0 999.0 99.0
74 04 02 15 093 06.0 99.0 99.00 99.00 99.00 999 0998.0  02.2 999.0 999.0 99.0
74 04 02 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 04 02 21 232 07.3 99.0 99.00 99.00 99.00 999 1001.0  03.4 999.0 999.0 99.0
74 04 03 00 160 05.4 99.0 99.00 99.00 99.00 999 1003.0  03.4 999.0 999.0 99.0
74 04 03 09 151 03.2 99.0 99.00 99.00 99.00 999 1005.0  01.4 999.0 999.0 99.0
74 04 03 12 138 04.6 99.0 99.00 99.00 99.00 999 1005.0  01.4 999.0 999.0 99.0
74 04 03 15 999 99.0 99.0 99.00 99.00 99.00 999 1004.0 999.0 999.0 999.0 99.0
74 04 03 18 112 04.8 99.0 99.00 99.00 99.00 999 1005.0  02.4 999.0 999.0 99.0
74 04 03 21 108 07.1 99.0 99.00 99.00 99.00 999 1005.0  02.8 999.0 999.0 99.0
74 04 04 00 071 07.5 99.0 99.00 99.00 99.00 999 1004.0  02.7 999.0 999.0 99.0
74 04 04 03 035 09.3 99.0 99.00 99.00 99.00 999 1002.0  03.0 999.0 999.0 99.0
74 04 04 09 151 08.2 99.0 99.00 99.00 99.00 999 0998.0  02.5 999.0 999.0 99.0
74 04 04 12 066 05.2 99.0 99.00 99.00 99.00 999 0997.0  02.6 999.0 999.0 99.0
74 04 04 15 067 05.5 99.0 99.00 99.00 99.00 999 0995.0  02.1 999.0 999.0 99.0
74 04 04 18 357 02.7 99.0 99.00 99.00 99.00 999 0994.0  02.0 999.0 999.0 99.0
74 04 04 21 240 04.7 99.0 99.00 99.00 99.00 999 0995.0  01.7 999.0 999.0 99.0
74 04 05 12 157 09.9 99.0 99.00 99.00 99.00 999 1000.0  01.9 999.0 999.0 99.0
74 04 05 15 153 06.9 99.0 99.00 99.00 99.00 999 0999.0  01.2 999.0 999.0 99.0
74 04 05 18 080 05.2 99.0 99.00 99.00 99.00 999 0999.0  01.5 999.0 999.0 99.0
74 04 05 21 150 03.7 99.0 99.00 99.00 99.00 999 0998.0  03.0 999.0 999.0 99.0
74 04 06 00 175 03.7 99.0 99.00 99.00 99.00 999 0998.0  03.7 999.0 999.0 99.0
74 04 06 03 163 03.8 99.0 99.00 99.00 99.00 999 0998.0  03.4 999.0 999.0 99.0
74 04 06 06 181 04.0 99.0 99.00 99.00 99.00 999 0998.0  01.4 999.0 999.0 99.0
74 04 06 09 180 04.5 99.0 99.00 99.00 99.00 999 0998.0  01.7 999.0 999.0 99.0
74 04 06 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 04 06 15 191 05.1 99.0 99.00 99.00 99.00 999 0998.0  01.9 999.0 999.0 99.0
74 04 06 18 225 06.1 99.0 99.00 99.00 99.00 999 0998.0  02.6 999.0 999.0 99.0
74 04 06 21 215 05.2 99.0 99.00 99.00 99.00 999 1001.0  02.9 999.0 999.0 99.0
74 04 07 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 04 07 03 252 05.1 99.0 99.00 99.00 99.00 999 1003.0  02.8 999.0 999.0 99.0
74 04 07 06 206 04.2 99.0 99.00 99.00 99.00 999 1005.0  02.2 999.0 999.0 99.0
74 04 07 09 238 04.8 99.0 99.00 99.00 99.00 999 1005.0  01.8 999.0 999.0 99.0
74 04 07 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
74 04 07 15 254 05.1 99.0 99.00 99.00 99.00 999 1008.0  01.6 999.0 999.0 99.0
74 04 07 18 215 01.6 99.0 99.00 99.00 99.00 999 1009.0  02.6 999.0 999.0 99.0
74 04 07 21 218 05.5 99.0 99.00 99.00 99.00 999 1010.0  03.5 999.0 999.0 99.0
