#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 02 10 11 50 999 99.0 99.0  2.55 10.00  6.68 999 1001.2 999.0   4.9 999.0 99.0 99.00
2014 02 10 12 50 999 99.0 99.0  2.61  9.09  6.38 999 1001.1 999.0   4.9 999.0 99.0 99.00
2014 02 10 13 50 999 99.0 99.0  2.15 10.00  6.16 999 1000.7 999.0   4.8 999.0 99.0 99.00
2014 02 10 14 50 999 99.0 99.0  2.25  9.09  6.44 999 1000.2 999.0   4.8 999.0 99.0 99.00
2014 02 10 15 50 999 99.0 99.0  2.15  9.09  6.48 999 1000.3 999.0   4.8 999.0 99.0 99.00
2014 02 10 16 50 999 99.0 99.0  2.20  9.09  6.18 999 1000.1 999.0   4.9 999.0 99.0 99.00
2014 02 10 17 50 999 99.0 99.0  2.12  8.33  5.55 999 1000.0 999.0   4.9 999.0 99.0 99.00
2014 02 10 18 50 999 99.0 99.0  2.12  9.09  5.59 999 1000.3 999.0   4.9 999.0 99.0 99.00
2014 02 10 19 50 999 99.0 99.0  2.31  8.33  5.75 999 1000.4 999.0   4.9 999.0 99.0 99.00
2014 02 10 20 50 999 99.0 99.0  2.49  7.69  5.80 999 1000.5 999.0   4.9 999.0 99.0 99.00
2014 02 10 21 50 999 99.0 99.0  2.58  9.09  5.83 999 1000.8 999.0   4.8 999.0 99.0 99.00
2014 02 10 22 50 999 99.0 99.0  2.96  9.09  5.89 999 1000.5 999.0   4.7 999.0 99.0 99.00
2014 02 10 23 50 999 99.0 99.0  3.20  9.09  5.87 999 1000.7 999.0   4.7 999.0 99.0 99.00
2014 02 11 00 50 999 99.0 99.0  3.32  6.67  5.90 999 1000.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 01 50 999 99.0 99.0  3.49  8.33  6.12 999 1001.2 999.0   4.8 999.0 99.0 99.00
2014 02 11 02 50 999 99.0 99.0 99.00 99.00 99.00 999 1001.4 999.0 999.0 999.0 99.0 99.00
2014 02 11 03 50 999 99.0 99.0  3.70  9.09  6.15 999 1001.9 999.0   4.7 999.0 99.0 99.00
2014 02 11 04 50 999 99.0 99.0  3.90 10.00  6.22 999 1002.5 999.0   4.7 999.0 99.0 99.00
2014 02 11 05 50 999 99.0 99.0  3.70 10.00  6.32 999 1002.8 999.0   4.7 999.0 99.0 99.00
2014 02 11 06 50 999 99.0 99.0  3.64 10.00  6.39 999 1003.2 999.0   4.8 999.0 99.0 99.00
2014 02 11 07 50 999 99.0 99.0  3.83  9.09  6.45 999 1003.5 999.0   4.8 999.0 99.0 99.00
2014 02 11 08 50 999 99.0 99.0  3.52  9.09  6.27 999 1003.7 999.0   4.8 999.0 99.0 99.00
2014 02 11 09 50 999 99.0 99.0  3.58 10.00  6.55 999 1003.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 10 50 999 99.0 99.0  3.32  9.09  6.13 999 1004.0 999.0   4.8 999.0 99.0 99.00
2014 02 11 11 50 999 99.0 99.0  3.10 10.00  6.11 999 1004.2 999.0   4.8 999.0 99.0 99.00
2014 02 11 12 50 999 99.0 99.0  3.17  9.09  6.31 999 1004.0 999.0   4.8 999.0 99.0 99.00
2014 02 11 13 50 999 99.0 99.0  2.97  9.09  6.30 999 1003.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 14 50 999 99.0 99.0  2.77 10.00  6.05 999 1004.1 999.0   4.8 999.0 99.0 99.00
2014 02 11 15 50 999 99.0 99.0  2.79  9.09  6.18 999 1003.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 16 50 999 99.0 99.0  2.81  9.09  6.23 999 1003.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 17 50 999 99.0 99.0  2.76 10.00  6.55 999 1003.9 999.0   4.8 999.0 99.0 99.00
2014 02 11 18 50 999 99.0 99.0  2.47  8.33  6.38 999 1004.0 999.0   4.8 999.0 99.0 99.00
2014 02 11 19 50 999 99.0 99.0  2.54  9.09  6.64 999 1004.0 999.0   4.8 999.0 99.0 99.00
2014 02 11 20 50 999 99.0 99.0  2.37  9.09  6.53 999 1003.8 999.0   4.8 999.0 99.0 99.00
2014 02 11 21 50 999 99.0 99.0  2.28  8.33  6.69 999 1003.5 999.0   4.8 999.0 99.0 99.00
2014 02 11 22 50 999 99.0 99.0  2.15  8.33  6.51 999 1003.1 999.0   4.8 999.0 99.0 99.00
2014 02 11 23 50 999 99.0 99.0  2.52  8.33  6.85 999 1002.3 999.0   4.8 999.0 99.0 99.00
2014 02 12 00 50 999 99.0 99.0  2.29  8.33  6.67 999 1001.6 999.0   4.8 999.0 99.0 99.00
2014 02 12 01 50 999 99.0 99.0  2.36  8.33  7.01 999 1000.9 999.0   4.8 999.0 99.0 99.00
2014 02 12 02 50 999 99.0 99.0  2.26  9.09  6.85 999 1000.2 999.0   4.8 999.0 99.0 99.00
2014 02 12 03 50 999 99.0 99.0  2.26 10.00  6.40 999  999.8 999.0   4.8 999.0 99.0 99.00
2014 02 12 04 50 999 99.0 99.0  2.20 10.00  5.88 999  999.4 999.0   4.8 999.0 99.0 99.00
2014 02 12 05 50 999 99.0 99.0  2.45 10.00  6.34 999  999.0 999.0   4.8 999.0 99.0 99.00
2014 02 12 06 50 999 99.0 99.0  2.36 10.00  6.20 999  998.4 999.0   4.8 999.0 99.0 99.00
2014 02 12 07 50 999 99.0 99.0  2.04  9.09  6.18 999  998.1 999.0   4.7 999.0 99.0 99.00
2014 02 12 08 50 999 99.0 99.0  1.98  8.33  6.13 999  997.3 999.0   4.7 999.0 99.0 99.00
2014 02 12 09 50 999 99.0 99.0  2.08  9.09  6.38 999  996.5 999.0   4.7 999.0 99.0 99.00
2014 02 12 10 50 999 99.0 99.0  2.10  9.09  5.79 999  995.6 999.0   4.7 999.0 99.0 99.00
2014 02 12 11 50 999 99.0 99.0  1.92  9.09  5.34 999  995.0 999.0   4.8 999.0 99.0 99.00
2014 02 12 12 50 999 99.0 99.0  1.87 10.81  4.98 999  994.0 999.0   4.8 999.0 99.0 99.00
2014 02 12 13 50 999 99.0 99.0  2.08  5.88  5.04 999  993.4 999.0   4.8 999.0 99.0 99.00
2014 02 12 14 50 999 99.0 99.0  2.34  5.56  4.99 999  992.3 999.0   4.8 999.0 99.0 99.00
2014 02 12 15 50 999 99.0 99.0  2.28  5.56  5.12 999  991.4 999.0   4.8 999.0 99.0 99.00
2014 02 12 16 50 999 99.0 99.0  2.27  5.88  5.06 999  991.5 999.0   4.8 999.0 99.0 99.00
2014 02 12 17 50 999 99.0 99.0  2.27  6.25  5.22 999  991.7 999.0   4.8 999.0 99.0 99.00
2014 02 12 18 50 999 99.0 99.0  2.68  8.33  5.98 999  991.6 999.0   4.8 999.0 99.0 99.00
2014 02 12 19 50 999 99.0 99.0  2.85  8.33  6.22 999  991.3 999.0   4.8 999.0 99.0 99.00
2014 02 12 20 50 999 99.0 99.0  2.82  7.69  6.18 999  991.0 999.0   4.8 999.0 99.0 99.00
2014 02 12 21 50 999 99.0 99.0  2.77  9.09  6.29 999  990.5 999.0   4.8 999.0 99.0 99.00
2014 02 12 22 50 999 99.0 99.0  2.84  7.69  6.51 999  989.9 999.0   4.8 999.0 99.0 99.00
2014 02 12 23 50 999 99.0 99.0  2.78  8.33  6.62 999  988.8 999.0   4.8 999.0 99.0 99.00
2014 02 13 00 50 999 99.0 99.0  2.79  9.09  6.72 999  987.8 999.0   4.8 999.0 99.0 99.00
2014 02 13 01 50 999 99.0 99.0  2.72  9.09  6.58 999  986.2 999.0   4.8 999.0 99.0 99.00
2014 02 13 02 50 999 99.0 99.0  2.94 10.00  6.63 999  985.2 999.0   4.7 999.0 99.0 99.00
2014 02 13 03 50 999 99.0 99.0  2.79  9.09  6.50 999  985.1 999.0   4.8 999.0 99.0 99.00
2014 02 13 04 50 999 99.0 99.0  3.44  9.09  6.38 999  983.9 999.0   4.8 999.0 99.0 99.00
2014 02 13 05 50 999 99.0 99.0  3.99  8.33  6.71 999  983.6 999.0   4.7 999.0 99.0 99.00
2014 02 13 06 50 999 99.0 99.0  3.96  7.69  6.59 999  983.9 999.0   4.7 999.0 99.0 99.00
2014 02 13 07 50 999 99.0 99.0  3.26  8.33  6.33 999  983.7 999.0   4.7 999.0 99.0 99.00
2014 02 13 08 50 999 99.0 99.0  3.42  9.09  6.72 999  983.8 999.0   4.7 999.0 99.0 99.00
2014 02 13 09 50 999 99.0 99.0  3.33  8.33  6.68 999  983.2 999.0   4.7 999.0 99.0 99.00
2014 02 13 10 50 999 99.0 99.0  3.35  8.33  6.80 999  982.7 999.0   4.7 999.0 99.0 99.00
2014 02 13 11 50 999 99.0 99.0  3.24  9.09  6.55 999  982.2 999.0   4.7 999.0 99.0 99.00
2014 02 13 12 50 999 99.0 99.0  3.14  9.09  5.99 999  981.9 999.0   4.7 999.0 99.0 99.00
2014 02 13 13 50 999 99.0 99.0  3.76  7.69  6.43 999  981.4 999.0   4.7 999.0 99.0 99.00
2014 02 13 14 50 999 99.0 99.0  4.00  8.33  6.66 999  981.1 999.0   4.7 999.0 99.0 99.00
2014 02 13 15 50 999 99.0 99.0  4.50  9.09  6.91 999  981.5 999.0   4.7 999.0 99.0 99.00
2014 02 13 16 50 999 99.0 99.0  4.16  9.09  6.71 999  981.9 999.0   4.7 999.0 99.0 99.00
2014 02 13 17 50 999 99.0 99.0  4.18  9.09  6.75 999  982.4 999.0   4.7 999.0 99.0 99.00
2014 02 13 18 50 999 99.0 99.0  3.86  9.09  6.69 999  982.8 999.0   4.6 999.0 99.0 99.00
2014 02 13 19 50 999 99.0 99.0  3.35 10.00  6.35 999  982.8 999.0   4.6 999.0 99.0 99.00
2014 02 13 20 50 999 99.0 99.0  3.52  9.09  6.39 999  983.1 999.0   4.6 999.0 99.0 99.00
2014 02 13 21 50 999 99.0 99.0  3.09  8.33  6.45 999  983.2 999.0   4.5 999.0 99.0 99.00
2014 02 13 22 50 999 99.0 99.0  3.29 10.00  6.77 999  983.2 999.0   4.5 999.0 99.0 99.00
2014 02 13 23 50 999 99.0 99.0  2.87 10.00  6.55 999  982.9 999.0   4.5 999.0 99.0 99.00
2014 02 14 00 50 999 99.0 99.0  2.73 10.00  6.58 999  983.1 999.0   4.5 999.0 99.0 99.00
2014 02 14 01 50 999 99.0 99.0  2.96  9.09  6.86 999  982.9 999.0   4.5 999.0 99.0 99.00
2014 02 14 02 50 999 99.0 99.0  2.98  9.09  7.10 999  982.9 999.0   4.5 999.0 99.0 99.00
2014 02 14 03 50 999 99.0 99.0  3.08  9.09  6.94 999  982.5 999.0   4.5 999.0 99.0 99.00
2014 02 14 04 50 999 99.0 99.0  2.73  9.09  6.80 999  982.0 999.0   4.6 999.0 99.0 99.00
2014 02 14 05 50 999 99.0 99.0  2.71  9.09  6.66 999  981.3 999.0   4.7 999.0 99.0 99.00
2014 02 14 06 50 999 99.0 99.0  2.61  8.33  6.39 999  981.1 999.0   4.7 999.0 99.0 99.00
2014 02 14 07 50 999 99.0 99.0  2.70  9.09  6.42 999  980.6 999.0   4.7 999.0 99.0 99.00
2014 02 14 08 50 999 99.0 99.0  2.47  9.09  6.27 999  979.9 999.0   4.7 999.0 99.0 99.00
2014 02 14 09 50 999 99.0 99.0  2.62  9.09  6.11 999  979.5 999.0   4.7 999.0 99.0 99.00
2014 02 14 10 50 999 99.0 99.0  2.40  7.69  5.84 999  979.5 999.0   4.6 999.0 99.0 99.00
2014 02 14 11 50 999 99.0 99.0  2.37  9.09  5.52 999  979.3 999.0   4.5 999.0 99.0 99.00
2014 02 14 12 50 999 99.0 99.0  2.43  9.09  5.74 999  979.2 999.0   4.5 999.0 99.0 99.00
2014 02 14 13 50 999 99.0 99.0  2.20  8.33  5.79 999  978.9 999.0   4.5 999.0 99.0 99.00
2014 02 14 14 50 999 99.0 99.0  2.33  8.33  5.92 999  978.3 999.0   4.5 999.0 99.0 99.00
2014 02 14 15 50 999 99.0 99.0  2.38  9.09  5.84 999  978.0 999.0   4.5 999.0 99.0 99.00
2014 02 14 16 50 999 99.0 99.0  2.67  5.88  5.73 999  978.1 999.0   4.5 999.0 99.0 99.00
2014 02 14 17 50 999 99.0 99.0  2.63  9.09  5.95 999  977.9 999.0   4.5 999.0 99.0 99.00
2014 02 14 18 50 999 99.0 99.0  2.70  9.09  5.90 999  978.1 999.0   4.5 999.0 99.0 99.00
2014 02 14 19 50 999 99.0 99.0  2.54  7.14  5.87 999  978.1 999.0   4.5 999.0 99.0 99.00
2014 02 14 20 50 999 99.0 99.0  2.51 10.00  5.65 999  978.1 999.0   4.4 999.0 99.0 99.00
2014 02 14 21 50 999 99.0 99.0  2.44  9.09  5.70 999  977.8 999.0   4.4 999.0 99.0 99.00
2014 02 14 22 50 999 99.0 99.0  2.69  6.67  5.64 999  977.7 999.0   4.4 999.0 99.0 99.00
2014 02 14 23 50 999 99.0 99.0  2.53  7.69  5.53 999  977.7 999.0   4.4 999.0 99.0 99.00
2014 02 15 00 50 999 99.0 99.0  2.50  7.14  5.61 999  978.2 999.0   4.4 999.0 99.0 99.00
2014 02 15 01 50 999 99.0 99.0  2.43  6.67  5.64 999  978.0 999.0   4.4 999.0 99.0 99.00
2014 02 15 02 50 999 99.0 99.0  2.38  8.33  5.79 999  978.3 999.0   4.4 999.0 99.0 99.00
2014 02 15 03 50 999 99.0 99.0  2.36  7.69  5.83 999  978.4 999.0   4.4 999.0 99.0 99.00
2014 02 15 04 50 999 99.0 99.0  2.24  7.69  5.40 999  978.5 999.0   4.4 999.0 99.0 99.00
2014 02 15 05 50 999 99.0 99.0  2.70  7.14  5.85 999  978.2 999.0   4.4 999.0 99.0 99.00
2014 02 15 06 50 999 99.0 99.0  2.44  7.69  5.84 999  978.2 999.0   4.4 999.0 99.0 99.00
2014 02 15 07 50 999 99.0 99.0  2.55  8.33  6.22 999  977.7 999.0   4.4 999.0 99.0 99.00
2014 02 15 08 50 999 99.0 99.0  2.48  7.69  6.14 999  977.2 999.0   4.4 999.0 99.0 99.00
2014 02 15 09 50 999 99.0 99.0  2.41  7.69  6.08 999  976.6 999.0   4.4 999.0 99.0 99.00
2014 02 15 10 50 999 99.0 99.0  2.16  8.33  6.03 999  976.3 999.0   4.3 999.0 99.0 99.00
2014 02 15 11 50 999 99.0 99.0  2.23  8.33  6.05 999  975.8 999.0   4.3 999.0 99.0 99.00
2014 02 15 12 50 999 99.0 99.0  2.45  7.69  6.34 999  974.9 999.0   4.3 999.0 99.0 99.00
2014 02 15 13 50 999 99.0 99.0  2.44  7.69  5.87 999  974.6 999.0   4.4 999.0 99.0 99.00
2014 02 15 14 50 999 99.0 99.0  2.20  7.69  5.88 999  974.2 999.0   4.4 999.0 99.0 99.00
2014 02 15 15 50 999 99.0 99.0  2.14  9.09  6.03 999  973.8 999.0   4.4 999.0 99.0 99.00
2014 02 15 16 50 999 99.0 99.0  2.21  7.69  6.36 999  973.6 999.0   4.4 999.0 99.0 99.00
2014 02 15 17 50 999 99.0 99.0  2.09 10.00  6.43 999  973.3 999.0   4.3 999.0 99.0 99.00
2014 02 15 18 50 999 99.0 99.0  2.04 10.00  6.55 999  973.1 999.0   4.4 999.0 99.0 99.00
2014 02 15 19 50 999 99.0 99.0  1.92  9.09  6.55 999  972.7 999.0   4.4 999.0 99.0 99.00
2014 02 15 20 50 999 99.0 99.0  1.96 10.00  6.52 999  972.6 999.0   4.3 999.0 99.0 99.00
2014 02 15 21 50 999 99.0 99.0  2.00 10.00  6.81 999  972.4 999.0   4.4 999.0 99.0 99.00
2014 02 15 22 50 999 99.0 99.0  1.86  7.69  6.64 999  972.1 999.0   4.4 999.0 99.0 99.00
2014 02 15 23 50 999 99.0 99.0  1.88  9.09  6.56 999  971.6 999.0   4.4 999.0 99.0 99.00
2014 02 16 00 50 999 99.0 99.0  2.09 11.43  6.32 999  971.3 999.0   4.4 999.0 99.0 99.00
2014 02 16 01 50 999 99.0 99.0  2.15 10.81  6.29 999  971.3 999.0   4.4 999.0 99.0 99.00
2014 02 16 02 50 999 99.0 99.0  2.12  9.09  6.37 999  971.2 999.0   4.4 999.0 99.0 99.00
2014 02 16 03 50 999 99.0 99.0  2.01 10.81  6.08 999  971.7 999.0   4.4 999.0 99.0 99.00
2014 02 16 04 50 999 99.0 99.0  2.10 10.81  6.05 999  971.7 999.0   4.4 999.0 99.0 99.00
2014 02 16 05 50 999 99.0 99.0  2.21 10.81  6.34 999  971.3 999.0   4.4 999.0 99.0 99.00
2014 02 16 06 50 999 99.0 99.0  2.56 10.00  6.17 999  971.8 999.0   4.4 999.0 99.0 99.00
2014 02 16 07 50 999 99.0 99.0  2.75  9.09  6.08 999  972.6 999.0   4.4 999.0 99.0 99.00
2014 02 16 08 50 999 99.0 99.0  2.78  8.33  6.04 999  973.6 999.0   4.3 999.0 99.0 99.00
2014 02 16 09 50 999 99.0 99.0  2.70  8.33  6.17 999  974.5 999.0   4.3 999.0 99.0 99.00
2014 02 16 10 50 999 99.0 99.0  2.66  8.33  6.44 999  975.1 999.0   4.3 999.0 99.0 99.00
2014 02 16 11 50 999 99.0 99.0  2.69 10.00  6.43 999  975.6 999.0   4.4 999.0 99.0 99.00
2014 02 16 12 50 999 99.0 99.0  2.65  9.09  6.22 999  976.3 999.0   4.3 999.0 99.0 99.00
2014 02 16 13 50 999 99.0 99.0  2.58 10.00  6.07 999  976.9 999.0   4.3 999.0 99.0 99.00
2014 02 16 14 50 999 99.0 99.0  2.74  9.09  6.23 999  978.0 999.0   4.3 999.0 99.0 99.00
2014 02 16 15 50 999 99.0 99.0  2.51  8.33  6.39 999  978.3 999.0   4.4 999.0 99.0 99.00
2014 02 16 16 50 999 99.0 99.0  2.64 10.00  6.24 999  978.9 999.0   4.4 999.0 99.0 99.00
2014 02 16 17 50 999 99.0 99.0  2.63  9.09  6.78 999  979.5 999.0   4.4 999.0 99.0 99.00
2014 02 16 18 50 999 99.0 99.0  2.38 10.00  6.36 999  980.4 999.0   4.5 999.0 99.0 99.00
2014 02 16 19 50 999 99.0 99.0  2.61 12.12  6.80 999  981.1 999.0   4.5 999.0 99.0 99.00
2014 02 16 20 50 999 99.0 99.0  2.45 12.12  6.66 999  981.6 999.0   4.5 999.0 99.0 99.00
2014 02 16 21 50 999 99.0 99.0  2.25 11.43  6.54 999  981.9 999.0   4.5 999.0 99.0 99.00
2014 02 16 22 50 999 99.0 99.0  2.27 12.12  6.85 999  982.4 999.0   4.4 999.0 99.0 99.00
2014 02 16 23 50 999 99.0 99.0  2.21 10.81  6.63 999  982.4 999.0   4.4 999.0 99.0 99.00
2014 02 17 00 50 999 99.0 99.0  2.21 11.43  6.97 999  982.8 999.0   4.4 999.0 99.0 99.00
2014 02 17 01 50 999 99.0 99.0  2.31 10.81  6.92 999  983.0 999.0   4.3 999.0 99.0 99.00
2014 02 17 02 50 999 99.0 99.0  2.53 10.00  7.24 999  983.4 999.0   4.3 999.0 99.0 99.00
2014 02 17 03 50 999 99.0 99.0  2.55  9.09  6.99 999  983.7 999.0   4.3 999.0 99.0 99.00
2014 02 17 04 50 999 99.0 99.0  2.74  8.33  7.00 999  984.1 999.0   4.3 999.0 99.0 99.00
2014 02 17 05 50 999 99.0 99.0  2.66 10.81  7.05 999  984.1 999.0   4.3 999.0 99.0 99.00
2014 02 17 06 50 999 99.0 99.0  2.42  9.09  6.94 999  984.4 999.0   4.4 999.0 99.0 99.00
2014 02 17 07 50 999 99.0 99.0  2.46 10.00  6.87 999  984.6 999.0   4.4 999.0 99.0 99.00
2014 02 17 08 50 999 99.0 99.0  2.23  9.09  6.63 999  984.8 999.0   4.4 999.0 99.0 99.00
2014 02 17 09 50 999 99.0 99.0  2.32  9.09  6.70 999  984.9 999.0   4.4 999.0 99.0 99.00
2014 02 17 10 50 999 99.0 99.0  2.21 10.81  6.57 999  984.9 999.0   4.3 999.0 99.0 99.00
2014 02 17 11 50 999 99.0 99.0  2.44 12.12  6.99 999  984.9 999.0   4.3 999.0 99.0 99.00
2014 02 17 12 50 999 99.0 99.0  2.18 12.12  6.44 999  985.0 999.0   4.3 999.0 99.0 99.00
2014 02 17 13 50 999 99.0 99.0  2.39 12.12  6.97 999  985.0 999.0   4.3 999.0 99.0 99.00
2014 02 17 14 50 999 99.0 99.0  2.25 10.81  6.92 999  985.1 999.0   4.3 999.0 99.0 99.00
2014 02 17 15 50 999 99.0 99.0  2.19 10.81  6.84 999  984.8 999.0   4.3 999.0 99.0 99.00
2014 02 17 16 50 999 99.0 99.0  2.01 12.12  6.60 999  984.3 999.0   4.3 999.0 99.0 99.00
2014 02 17 17 50 999 99.0 99.0  1.84 11.43  6.68 999  984.4 999.0   4.3 999.0 99.0 99.00
2014 02 17 18 50 999 99.0 99.0  1.82 12.12  6.51 999  984.1 999.0   4.3 999.0 99.0 99.00
2014 02 17 19 50 999 99.0 99.0  1.88 11.43  5.97 999  983.6 999.0   4.2 999.0 99.0 99.00
2014 02 17 20 50 999 99.0 99.0  2.03 12.12  6.83 999  984.2 999.0   4.3 999.0 99.0 99.00
2014 02 17 21 50 999 99.0 99.0  2.30 10.81  7.11 999  984.5 999.0   4.3 999.0 99.0 99.00
2014 02 17 22 50 999 99.0 99.0  2.18 11.43  6.97 999  984.6 999.0   4.3 999.0 99.0 99.00
2014 02 17 23 50 999 99.0 99.0  2.06 10.81  6.71 999  984.7 999.0   4.3 999.0 99.0 99.00
2014 02 18 00 50 999 99.0 99.0  1.94 10.81  6.22 999  984.8 999.0   4.3 999.0 99.0 99.00
2014 02 18 01 50 999 99.0 99.0  2.17 11.43  6.76 999  984.8 999.0   4.3 999.0 99.0 99.00
2014 02 18 02 50 999 99.0 99.0  1.98 10.81  6.22 999  985.0 999.0   4.3 999.0 99.0 99.00
2014 02 18 03 50 999 99.0 99.0  1.90 11.43  6.13 999  985.2 999.0   4.3 999.0 99.0 99.00
2014 02 18 04 50 999 99.0 99.0  1.95 10.00  6.35 999  985.4 999.0   4.3 999.0 99.0 99.00
2014 02 18 05 50 999 99.0 99.0  2.06 10.00  6.70 999  985.6 999.0   4.3 999.0 99.0 99.00
2014 02 18 06 50 999 99.0 99.0  2.01 10.00  6.74 999  985.5 999.0   4.3 999.0 99.0 99.00
2014 02 18 07 50 999 99.0 99.0  2.05 10.81  7.10 999  985.8 999.0   4.3 999.0 99.0 99.00
2014 02 18 08 50 999 99.0 99.0  2.00 10.00  6.82 999  986.2 999.0   4.3 999.0 99.0 99.00
2014 02 18 09 50 999 99.0 99.0  2.16 10.00  6.74 999  986.5 999.0   4.3 999.0 99.0 99.00
2014 02 18 10 50 999 99.0 99.0  2.27 10.00  6.43 999  987.1 999.0   4.3 999.0 99.0 99.00
2014 02 18 11 50 999 99.0 99.0  2.58  7.69  5.54 999  987.2 999.0   4.3 999.0 99.0 99.00
2014 02 18 12 50 999 99.0 99.0  2.79  7.14  5.95 999  988.7 999.0   4.3 999.0 99.0 99.00
2014 02 18 13 50 999 99.0 99.0  2.57  7.14  5.75 999  989.3 999.0   4.3 999.0 99.0 99.00
2014 02 18 14 50 999 99.0 99.0  2.87  6.67  6.04 999  990.2 999.0   4.3 999.0 99.0 99.00
2014 02 18 15 50 999 99.0 99.0  2.47  6.67  5.53 999  990.9 999.0   4.3 999.0 99.0 99.00
2014 02 18 16 50 999 99.0 99.0  2.49  6.25  5.51 999  991.7 999.0   4.3 999.0 99.0 99.00
2014 02 18 17 50 999 99.0 99.0  2.11  5.88  5.29 999  992.5 999.0   4.3 999.0 99.0 99.00
2014 02 18 18 50 999 99.0 99.0  2.12  5.88  5.40 999  993.4 999.0   4.3 999.0 99.0 99.00
2014 02 18 19 50 999 99.0 99.0  1.94  5.88  5.14 999  994.1 999.0   4.3 999.0 99.0 99.00
2014 02 18 20 50 999 99.0 99.0  1.94  5.88  5.19 999  994.5 999.0   4.3 999.0 99.0 99.00
2014 02 18 21 50 999 99.0 99.0  2.02  5.88  5.50 999  995.2 999.0   4.3 999.0 99.0 99.00
2014 02 18 22 50 999 99.0 99.0  2.05  6.25  5.53 999  996.0 999.0   4.3 999.0 99.0 99.00
2014 02 18 23 50 999 99.0 99.0  2.12 12.12  6.00 999  996.2 999.0   4.3 999.0 99.0 99.00
2014 02 19 00 50 999 99.0 99.0  1.90  6.67  5.70 999  996.4 999.0   4.3 999.0 99.0 99.00
2014 02 19 01 50 999 99.0 99.0  2.12 11.43  5.98 999  997.0 999.0   4.3 999.0 99.0 99.00
2014 02 19 02 50 999 99.0 99.0  2.39 10.81  6.12 999  997.3 999.0   4.3 999.0 99.0 99.00
2014 02 19 03 50 999 99.0 99.0  2.34 11.43  6.21 999  997.9 999.0   4.3 999.0 99.0 99.00
2014 02 19 04 50 999 99.0 99.0  2.49 11.43  6.28 999  998.0 999.0   4.3 999.0 99.0 99.00
2014 02 19 05 50 999 99.0 99.0  2.27 10.81  6.21 999  997.9 999.0   4.3 999.0 99.0 99.00
2014 02 19 06 50 999 99.0 99.0  2.26  6.67  6.23 999  997.7 999.0   4.3 999.0 99.0 99.00
2014 02 19 07 50 999 99.0 99.0  2.11 11.43  6.12 999  997.7 999.0   4.3 999.0 99.0 99.00
2014 02 19 08 50 999 99.0 99.0  2.27 10.81  6.57 999  997.7 999.0   4.3 999.0 99.0 99.00
2014 02 19 09 50 999 99.0 99.0  2.45 10.81  6.50 999  998.2 999.0   4.3 999.0 99.0 99.00
2014 02 19 10 50 999 99.0 99.0  2.35 10.00  6.59 999  998.1 999.0   4.3 999.0 99.0 99.00
2014 02 19 11 50 999 99.0 99.0  2.42 10.00  6.42 999  998.1 999.0   4.2 999.0 99.0 99.00
2014 02 19 12 50 999 99.0 99.0  2.28  9.09  6.11 999  998.5 999.0   4.3 999.0 99.0 99.00
2014 02 19 13 50 999 99.0 99.0  2.48 10.00  6.27 999  998.9 999.0   4.3 999.0 99.0 99.00
2014 02 19 14 50 999 99.0 99.0  2.29 10.81  6.12 999  999.7 999.0   4.2 999.0 99.0 99.00
2014 02 19 15 50 999 99.0 99.0  2.25 10.00  6.17 999 1000.2 999.0   4.2 999.0 99.0 99.00
2014 02 19 16 50 999 99.0 99.0  2.02  7.69  5.72 999 1000.8 999.0   4.2 999.0 99.0 99.00
2014 02 19 17 50 999 99.0 99.0  2.19 10.00  5.82 999 1001.7 999.0   4.2 999.0 99.0 99.00
2014 02 19 18 50 999 99.0 99.0  2.20 10.81  5.47 999 1002.1 999.0   4.2 999.0 99.0 99.00
2014 02 19 19 50 999 99.0 99.0  2.19  6.25  5.30 999 1003.0 999.0   4.2 999.0 99.0 99.00
2014 02 19 20 50 999 99.0 99.0  2.27  8.33  5.63 999 1003.4 999.0   4.2 999.0 99.0 99.00
2014 02 19 21 50 999 99.0 99.0  2.10  6.67  5.01 999 1003.9 999.0   4.2 999.0 99.0 99.00
2014 02 19 22 50 999 99.0 99.0  2.33  9.09  5.39 999 1004.3 999.0   4.3 999.0 99.0 99.00
2014 02 19 23 50 999 99.0 99.0  2.20  6.67  5.42 999 1004.8 999.0   4.3 999.0 99.0 99.00
2014 02 20 00 50 999 99.0 99.0  2.15  7.14  5.46 999 1005.3 999.0   4.2 999.0 99.0 99.00
2014 02 20 01 50 999 99.0 99.0  2.21  7.14  5.40 999 1005.8 999.0   4.2 999.0 99.0 99.00
2014 02 20 02 50 999 99.0 99.0  2.59  7.14  5.78 999 1006.3 999.0   4.2 999.0 99.0 99.00
2014 02 20 03 50 999 99.0 99.0  2.39  7.69  5.55 999 1006.9 999.0   4.2 999.0 99.0 99.00
2014 02 20 04 50 999 99.0 99.0  2.34  6.67  5.55 999 1007.8 999.0   4.2 999.0 99.0 99.00
