YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 06 05 03 00 999 99.0 99.0  1.92  9.09  5.55 999 1015.3  11.3   9.7 999.0 99.0 99.00
2005 06 05 04 00 999 99.0 99.0  1.89  6.25  5.46 999 1015.3  10.6   9.7 999.0 99.0 99.00
2005 06 05 05 00 999 99.0 99.0  1.97  5.56  5.44 999 1015.2  10.6   9.7 999.0 99.0 99.00
2005 06 05 06 00 999 99.0 99.0  1.76  9.09  5.51 999 1015.4  10.5   9.7 999.0 99.0 99.00
2005 06 05 07 00 999 99.0 99.0  2.01  6.67  5.58 999 1015.6  10.2   9.7 999.0 99.0 99.00
2005 06 05 08 00 999 99.0 99.0  1.89  7.14  5.59 999 1015.6  10.2   9.7 999.0 99.0 99.00
2005 06 05 09 00 999 99.0 99.0  1.79  6.67  5.73 999 1015.5  10.2   9.7 999.0 99.0 99.00
2005 06 05 10 00 999 99.0 99.0  1.83  7.14  5.70 999 1015.0  10.1   9.8 999.0 99.0 99.00
2005 06 05 11 00 999 99.0 99.0  1.80  8.33  5.63 999 1014.8  10.1   9.7 999.0 99.0 99.00
2005 06 05 12 00 999 99.0 99.0  1.85  7.14  5.47 999 1014.8   9.8   9.7 999.0 99.0 99.00
2005 06 05 13 00 999 99.0 99.0  1.92  7.14  5.43 999 1014.7   9.8   9.7 999.0 99.0 99.00
2005 06 05 14 00 999 99.0 99.0  1.87  6.67  5.45 999 1014.7   9.8   9.7 999.0 99.0 99.00
2005 06 05 15 00 999 99.0 99.0  1.73  7.14  5.30 999 1014.7   9.8   9.7 999.0 99.0 99.00
2005 06 05 16 00 999 99.0 99.0  1.71  6.67  5.42 999 1014.2   9.8   9.7 999.0 99.0 99.00
2005 06 05 17 00 999 99.0 99.0  1.86  8.33  5.67 999 1014.3  10.2   9.7 999.0 99.0 99.00
2005 06 05 18 00 999 99.0 99.0  1.82  7.69  5.55 999 1014.2  10.2   9.7 999.0 99.0 99.00
2005 06 05 19 00 999 99.0 99.0  1.86  7.14  5.57 999 1014.2  10.2   9.8 999.0 99.0 99.00
2005 06 05 20 00 999 99.0 99.0  1.82  7.69  5.51 999 1014.2  10.2   9.8 999.0 99.0 99.00
2005 06 05 21 00 999 99.0 99.0  1.80  8.33  5.48 999 1014.2  10.2   9.8 999.0 99.0 99.00
2005 06 05 22 00 999 99.0 99.0  1.84  7.69  5.62 999 1014.2  10.2   9.8 999.0 99.0 99.00
2005 06 05 23 00 999 99.0 99.0  1.88  8.33  5.74 999 1014.3  10.2   9.8 999.0 99.0 99.00
2005 06 06 00 00 999 99.0 99.0  1.64  7.69  5.41 999 1014.3  10.2  10.2 999.0 99.0 99.00
2005 06 06 01 00 999 99.0 99.0  1.78  7.69  5.57 999 1014.2   9.8  10.2 999.0 99.0 99.00
2005 06 06 02 00 999 99.0 99.0  1.62  7.69  5.37 999 1014.2   9.7  10.2 999.0 99.0 99.00
2005 06 06 03 00 999 99.0 99.0  1.81  7.14  5.27 999 1014.1   9.4  10.2 999.0 99.0 99.00
2005 06 06 04 00 999 99.0 99.0  1.67  6.67  5.32 999 1014.1   9.4  10.2 999.0 99.0 99.00
2005 06 06 05 00 999 99.0 99.0  1.64  6.67  5.07 999 1013.8   9.0  10.2 999.0 99.0 99.00
2005 06 06 06 00 999 99.0 99.0  1.63  6.67  5.17 999 1013.4   8.7  10.2 999.0 99.0 99.00
2005 06 06 07 00 999 99.0 99.0  1.56  6.25  5.01 999 1013.4   8.3  10.1 999.0 99.0 99.00
2005 06 06 08 00 999 99.0 99.0  1.44  6.67  5.12 999 1013.4   8.2   9.9 999.0 99.0 99.00
2005 06 06 09 00 999 99.0 99.0  1.30  6.67  5.00 999 1013.4   8.1   9.9 999.0 99.0 99.00
2005 06 06 10 00 999 99.0 99.0  1.24  6.67  4.98 999 1013.3   7.8   9.8 999.0 99.0 99.00
2005 06 06 11 00 999 99.0 99.0  1.12  6.67  5.18 999 1013.2   7.8   9.8 999.0 99.0 99.00
2005 06 06 12 00 999 99.0 99.0  1.17  6.67  5.34 999 1012.7   7.8   9.8 999.0 99.0 99.00
2005 06 06 13 00 999 99.0 99.0  1.00  6.25  5.34 999 1012.5   7.9   9.8 999.0 99.0 99.00
2005 06 06 14 00 999 99.0 99.0  1.05  7.14  5.30 999 1011.8   8.0   9.8 999.0 99.0 99.00
2005 06 06 15 00 999 99.0 99.0  1.06  6.67  5.49 999 1011.7   8.3   9.8 999.0 99.0 99.00
2005 06 06 16 00 999 99.0 99.0  1.08  5.88  5.36 999 1011.8   8.6   9.8 999.0 99.0 99.00
2005 06 06 17 00 999 99.0 99.0  1.04  5.88  5.21 999 1011.3   8.9   9.8 999.0 99.0 99.00
2005 06 06 18 00 999 99.0 99.0  1.04  5.56  4.88 999 1010.9   9.0   9.8 999.0 99.0 99.00
2005 06 06 19 00 999 99.0 99.0  1.08  5.56  4.85 999 1010.5   8.7   9.8 999.0 99.0 99.00
2005 06 06 20 00 999 99.0 99.0  1.12  5.56  4.63 999 1010.2   9.0   9.8 999.0 99.0 99.00
2005 06 06 21 00 999 99.0 99.0  1.11  3.85  4.47 999 1010.1   9.0   9.8 999.0 99.0 99.00
2005 06 06 22 00 999 99.0 99.0  1.24  6.67  4.73 999 1010.1   9.4   9.8 999.0 99.0 99.00
2005 06 06 23 00 999 99.0 99.0  1.20  4.17  4.77 999 1009.9   9.1   9.8 999.0 99.0 99.00
2005 06 07 00 00 999 99.0 99.0  1.30 12.50  4.77 999 1009.5   8.9   9.8 999.0 99.0 99.00
2005 06 07 01 00 999 99.0 99.0  1.45 12.50  4.85 999 1009.3   8.7   9.8 999.0 99.0 99.00
2005 06 07 02 00 999 99.0 99.0  1.47  5.26  5.12 999 1008.7   8.9   9.8 999.0 99.0 99.00
2005 06 07 03 00 999 99.0 99.0  1.72  5.88  5.23 999 1008.0   8.8   9.8 999.0 99.0 99.00
2005 06 07 04 00 999 99.0 99.0  1.85  5.88  5.32 999 1007.9   8.9   9.8 999.0 99.0 99.00
2005 06 07 05 00 999 99.0 99.0  2.29  6.25  5.63 999 1007.4   9.0   9.8 999.0 99.0 99.00
2005 06 07 06 00 999 99.0 99.0  2.50 10.00  5.79 999 1007.1   9.0   9.8 999.0 99.0 99.00
2005 06 07 07 00 999 99.0 99.0  2.60  8.33  5.84 999 1006.9   9.0   9.8 999.0 99.0 99.00
2005 06 07 08 00 999 99.0 99.0  2.69  8.33  5.82 999 1006.1   9.0   9.8 999.0 99.0 99.00
2005 06 07 09 00 999 99.0 99.0  2.88  9.09  6.01 999 1005.6   9.1   9.7 999.0 99.0 99.00
2005 06 07 10 00 999 99.0 99.0  2.74  8.33  5.91 999 1005.3   9.0   9.7 999.0 99.0 99.00
2005 06 07 11 00 999 99.0 99.0  2.72  7.14  6.01 999 1004.7   9.3   9.7 999.0 99.0 99.00
2005 06 07 12 00 999 99.0 99.0  2.63  7.14  6.14 999 1004.4   9.4   9.7 999.0 99.0 99.00
2005 06 07 13 00 999 99.0 99.0  2.66  7.69  6.09 999 1004.0   9.4   9.7 999.0 99.0 99.00
2005 06 07 14 00 999 99.0 99.0  2.78  7.14  6.34 999 1003.6   9.4   9.7 999.0 99.0 99.00
2005 06 07 15 00 999 99.0 99.0  2.96  8.33  6.64 999 1003.1   9.4   9.7 999.0 99.0 99.00
2005 06 07 16 00 999 99.0 99.0  2.77  7.69  6.27 999 1002.9   9.4   9.7 999.0 99.0 99.00
2005 06 07 17 00 999 99.0 99.0  2.93 11.11  6.24 999 1002.7   9.5   9.7 999.0 99.0 99.00
2005 06 07 18 00 999 99.0 99.0  3.16 11.11  6.54 999 1002.6   9.5   9.7 999.0 99.0 99.00
2005 06 07 19 00 999 99.0 99.0  3.11 11.11  6.27 999 1002.5   9.4   9.7 999.0 99.0 99.00
2005 06 07 20 00 999 99.0 99.0  2.93  7.69  6.17 999 1002.4   9.4   9.7 999.0 99.0 99.00
2005 06 07 21 00 999 99.0 99.0  2.81  9.09  6.19 999 1002.4   9.4   9.7 999.0 99.0 99.00
2005 06 07 22 00 999 99.0 99.0  2.57  8.33  6.04 999 1002.3   9.4   9.7 999.0 99.0 99.00
2005 06 07 23 00 999 99.0 99.0  2.58  8.33  6.09 999 1002.0   9.4   9.5 999.0 99.0 99.00
2005 06 08 00 00 999 99.0 99.0  2.59  7.69  6.01 999 1001.6   9.4   9.5 999.0 99.0 99.00
2005 06 08 01 00 999 99.0 99.0  2.63  7.69  6.26 999 1001.7   9.1   9.5 999.0 99.0 99.00
2005 06 08 02 00 999 99.0 99.0  2.59  7.69  6.52 999 1001.8   8.9   9.5 999.0 99.0 99.00
2005 06 08 03 00 999 99.0 99.0  2.55  7.14  6.51 999 1001.8   8.7   9.5 999.0 99.0 99.00
2005 06 08 04 00 999 99.0 99.0  2.62  7.69  6.62 999 1001.8   8.7   9.5 999.0 99.0 99.00
2005 06 08 05 00 999 99.0 99.0  2.63  8.33  6.78 999 1001.7   8.9   9.5 999.0 99.0 99.00
2005 06 08 06 00 999 99.0 99.0  2.51  7.69  6.78 999 1001.6   8.7   9.5 999.0 99.0 99.00
2005 06 08 07 00 999 99.0 99.0  2.52  7.69  6.91 999 1001.7   8.9   9.5 999.0 99.0 99.00
2005 06 08 08 00 999 99.0 99.0  2.56  7.69  6.63 999 1001.8   8.8   9.7 999.0 99.0 99.00
2005 06 08 09 00 999 99.0 99.0  2.55  7.69  6.98 999 1001.8   8.7   9.7 999.0 99.0 99.00
2005 06 08 10 00 999 99.0 99.0  2.30  7.69  6.53 999 1001.4   8.7   9.7 999.0 99.0 99.00
2005 06 08 11 00 999 99.0 99.0  2.40  8.33  6.90 999 1001.6   8.7   9.5 999.0 99.0 99.00
2005 06 08 12 00 999 99.0 99.0  2.40  7.69  6.93 999 1001.5   9.0   9.5 999.0 99.0 99.00
2005 06 08 13 00 999 99.0 99.0  2.28  8.33  6.98 999 1001.4   9.0   9.5 999.0 99.0 99.00
2005 06 08 14 00 999 99.0 99.0  2.04  8.33  6.85 999 1001.2   9.0   9.5 999.0 99.0 99.00
2005 06 08 15 00 999 99.0 99.0  2.22  9.09  7.11 999 1001.5   9.0   9.5 999.0 99.0 99.00
2005 06 08 16 00 999 99.0 99.0  2.21  9.09  6.89 999 1001.4   9.0   9.5 999.0 99.0 99.00
2005 06 08 17 00 999 99.0 99.0  2.00  7.69  6.89 999 1001.7   8.9   9.7 999.0 99.0 99.00
2005 06 08 18 00 999 99.0 99.0  2.11  8.33  6.95 999 1001.8   8.9   9.7 999.0 99.0 99.00
2005 06 08 19 00 999 99.0 99.0  2.28  9.09  7.06 999 1001.8   9.4   9.7 999.0 99.0 99.00
2005 06 08 20 00 999 99.0 99.0  2.25  7.69  6.96 999 1001.8   9.4   9.7 999.0 99.0 99.00
2005 06 08 21 00 999 99.0 99.0  2.00  7.69  6.71 999 1001.8   9.4   9.7 999.0 99.0 99.00
2005 06 08 22 00 999 99.0 99.0  2.13  8.33  6.94 999 1001.7   9.4   9.8 999.0 99.0 99.00
2005 06 08 23 00 999 99.0 99.0  1.91  8.33  6.54 999 1001.5   9.5   9.8 999.0 99.0 99.00
2005 06 09 00 00 999 99.0 99.0  1.72  8.33  6.59 999 1000.8   9.5   9.8 999.0 99.0 99.00
2005 06 09 01 00 999 99.0 99.0  1.80  8.33  6.55 999 1000.2   9.5   9.8 999.0 99.0 99.00
2005 06 09 02 00 999 99.0 99.0  1.73  8.33  6.52 999  999.8   9.5   9.8 999.0 99.0 99.00
2005 06 09 03 00 999 99.0 99.0  1.76  8.33  6.38 999  999.2   9.5   9.8 999.0 99.0 99.00
2005 06 09 04 00 999 99.0 99.0  1.56  8.33  6.20 999  998.5   9.5   9.8 999.0 99.0 99.00
2005 06 09 05 00 999 99.0 99.0  1.70  7.14  6.21 999  997.9   8.9   9.8 999.0 99.0 99.00
2005 06 09 06 00 999 99.0 99.0  1.63  7.14  6.11 999  997.5   8.7   9.8 999.0 99.0 99.00
2005 06 09 07 00 999 99.0 99.0  1.73  8.33  6.37 999  996.9   8.9   9.8 999.0 99.0 99.00
2005 06 09 08 00 999 99.0 99.0  1.59  7.69  6.16 999  996.3   8.7   9.7 999.0 99.0 99.00
2005 06 09 09 00 999 99.0 99.0  1.61  8.33  6.28 999  995.6   8.7   9.7 999.0 99.0 99.00
2005 06 09 10 00 999 99.0 99.0  1.52  7.69  6.13 999  994.8   9.0   9.7 999.0 99.0 99.00
2005 06 09 11 00 999 99.0 99.0  1.50  7.69  5.96 999  994.3   8.7   9.7 999.0 99.0 99.00
2005 06 09 12 00 999 99.0 99.0  1.41  8.33  5.77 999  993.8   8.7   9.7 999.0 99.0 99.00
2005 06 09 13 00 999 99.0 99.0  1.41  8.33  6.07 999  993.2   8.7   9.7 999.0 99.0 99.00
2005 06 09 14 00 999 99.0 99.0  1.41  7.69  6.03 999  993.0   8.7   9.7 999.0 99.0 99.00
2005 06 09 15 00 999 99.0 99.0  1.35  7.69  5.66 999  993.1   8.6   9.7 999.0 99.0 99.00
2005 06 09 16 00 999 99.0 99.0  1.28  7.14  5.66 999  993.1   8.6   9.7 999.0 99.0 99.00
2005 06 09 17 00 999 99.0 99.0  1.33  8.33  5.93 999  993.2   8.7   9.8 999.0 99.0 99.00
2005 06 09 18 00 999 99.0 99.0  1.44  7.14  5.80 999  993.2   8.9   9.8 999.0 99.0 99.00
2005 06 09 19 00 999 99.0 99.0  1.54  8.33  5.66 999  993.4   8.9   9.8 999.0 99.0 99.00
2005 06 09 20 00 999 99.0 99.0  1.45  7.69  5.67 999  993.6   9.6   9.8 999.0 99.0 99.00
2005 06 09 21 00 999 99.0 99.0  1.52  7.14  5.67 999  993.7   9.8   9.8 999.0 99.0 99.00
2005 06 09 22 00 999 99.0 99.0  1.69  6.67  5.87 999  994.0   9.8   9.8 999.0 99.0 99.00
2005 06 09 23 00 999 99.0 99.0  1.76  7.14  5.85 999  994.5   9.7   9.8 999.0 99.0 99.00
2005 06 10 00 00 999 99.0 99.0  1.66  6.25  5.69 999  994.6   9.8   9.8 999.0 99.0 99.00
2005 06 10 01 00 999 99.0 99.0  1.68  6.25  5.68 999  995.1   9.5   9.8 999.0 99.0 99.00
2005 06 10 02 00 999 99.0 99.0  1.53  6.25  5.73 999  995.4   9.7   9.8 999.0 99.0 99.00
2005 06 10 03 00 999 99.0 99.0  1.62  6.67  5.82 999  996.0   9.7   9.8 999.0 99.0 99.00
2005 06 10 04 00 999 99.0 99.0  1.64  6.67  6.06 999  996.2   9.8   9.8 999.0 99.0 99.00
2005 06 10 05 00 999 99.0 99.0  1.60  7.14  6.30 999  996.6   9.5   9.8 999.0 99.0 99.00
2005 06 10 06 00 999 99.0 99.0  1.47  6.67  5.93 999  996.9   9.5   9.8 999.0 99.0 99.00
2005 06 10 07 00 999 99.0 99.0  1.52  7.69  5.94 999  997.1   9.4   9.8 999.0 99.0 99.00
2005 06 10 08 00 999 99.0 99.0  1.68  6.67  6.00 999  997.6   9.3   9.8 999.0 99.0 99.00
2005 06 10 09 00 999 99.0 99.0  1.59  7.14  5.84 999  997.7   9.0   9.8 999.0 99.0 99.00
2005 06 10 10 00 999 99.0 99.0  1.69  7.69  6.06 999  997.8   8.7   9.8 999.0 99.0 99.00
2005 06 10 11 00 999 99.0 99.0  1.90  7.69  6.33 999  997.9   8.9   9.8 999.0 99.0 99.00
2005 06 10 12 00 999 99.0 99.0  1.93  7.14  5.89 999  997.8   8.9   9.8 999.0 99.0 99.00
2005 06 10 13 00 999 99.0 99.0  1.91  7.69  5.93 999  997.8   9.0   9.8 999.0 99.0 99.00
2005 06 10 14 00 999 99.0 99.0  2.10  8.33  6.18 999  997.6   9.0   9.8 999.0 99.0 99.00
2005 06 10 15 00 999 99.0 99.0  2.09  8.33  5.97 999  997.6   9.0   9.8 999.0 99.0 99.00
2005 06 10 16 00 999 99.0 99.0  2.27  8.33  6.09 999  997.4   8.9   9.8 999.0 99.0 99.00
2005 06 10 17 00 999 99.0 99.0  2.34  9.09  6.37 999  997.5   9.0   9.8 999.0 99.0 99.00
2005 06 10 18 00 999 99.0 99.0  2.50  9.09  6.50 999  997.1   9.4   9.8 999.0 99.0 99.00
2005 06 10 19 00 999 99.0 99.0  2.52  9.09  6.38 999  996.9   9.5   9.8 999.0 99.0 99.00
2005 06 10 20 00 999 99.0 99.0  2.62  9.09  6.92 999  997.0   9.7   9.8 999.0 99.0 99.00
2005 06 10 21 00 999 99.0 99.0  2.63  9.09  6.92 999  997.3   9.5   9.8 999.0 99.0 99.00
2005 06 10 22 00 999 99.0 99.0  2.62 10.00  6.78 999  997.6   9.5   9.8 999.0 99.0 99.00
2005 06 10 23 00 999 99.0 99.0  2.67  9.09  6.96 999  997.7   9.7  10.1 999.0 99.0 99.00
2005 06 11 00 00 999 99.0 99.0  2.82 10.00  7.23 999  997.7   9.8  10.2 999.0 99.0 99.00
2005 06 11 01 00 999 99.0 99.0  2.60  9.09  7.00 999  997.9   9.2  10.2 999.0 99.0 99.00
2005 06 11 02 00 999 99.0 99.0  2.66  9.09  7.08 999  998.3   9.7  10.2 999.0 99.0 99.00
2005 06 11 03 00 999 99.0 99.0  2.60  9.09  7.00 999  998.5   9.8  10.2 999.0 99.0 99.00
2005 06 11 04 00 999 99.0 99.0  2.80  9.09  7.01 999  998.7   9.7  10.2 999.0 99.0 99.00
2005 06 11 05 00 999 99.0 99.0  2.68  9.09  6.84 999  999.3   9.8  10.2 999.0 99.0 99.00
2005 06 11 06 00 999 99.0 99.0  2.63  9.09  6.94 999  999.8   9.8  10.2 999.0 99.0 99.00
2005 06 11 07 00 999 99.0 99.0  2.76 10.00  7.07 999 1000.3   9.7  10.1 999.0 99.0 99.00
2005 06 11 08 00 999 99.0 99.0  2.33 10.00  6.61 999 1000.8   9.8   9.9 999.0 99.0 99.00
2005 06 11 09 00 999 99.0 99.0  2.53  8.33  6.63 999 1000.9   9.5   9.9 999.0 99.0 99.00
2005 06 11 10 00 999 99.0 99.0  2.45 10.00  6.48 999 1001.2   9.7   9.9 999.0 99.0 99.00
2005 06 11 11 00 999 99.0 99.0  2.44 10.00  6.85 999 1001.5   9.6   9.9 999.0 99.0 99.00
2005 06 11 12 00 999 99.0 99.0  2.57 10.00  7.18 999 1001.6   9.5   9.8 999.0 99.0 99.00
2005 06 11 13 00 999 99.0 99.0  2.50 10.00  7.15 999 1001.4   9.5   9.8 999.0 99.0 99.00
2005 06 11 14 00 999 99.0 99.0  2.64  9.09  7.31 999 1001.6   9.5   9.8 999.0 99.0 99.00
2005 06 11 15 00 999 99.0 99.0  2.46  9.09  7.42 999 1001.7   9.5   9.8 999.0 99.0 99.00
2005 06 11 16 00 999 99.0 99.0  2.37 10.00  7.23 999 1001.7   9.5   9.8 999.0 99.0 99.00
2005 06 11 17 00 999 99.0 99.0  2.58 10.00  7.17 999 1001.8   9.5   9.8 999.0 99.0 99.00
2005 06 11 18 00 999 99.0 99.0  2.69  9.09  6.89 999 1002.2   9.7   9.8 999.0 99.0 99.00
2005 06 11 19 00 999 99.0 99.0  2.49  9.09  6.78 999 1002.4   9.5   9.8 999.0 99.0 99.00
2005 06 11 20 00 999 99.0 99.0  2.41  9.09  6.88 999 1002.5   9.7   9.8 999.0 99.0 99.00
2005 06 11 21 00 999 99.0 99.0  2.41 10.00  6.69 999 1002.6   9.8   9.9 999.0 99.0 99.00
2005 06 11 22 00 999 99.0 99.0  2.48  9.09  6.70 999 1002.9   9.4  10.1 999.0 99.0 99.00
2005 06 11 23 00 999 99.0 99.0  2.44  9.09  6.47 999 1002.8   9.5  10.2 999.0 99.0 99.00
2005 06 12 00 00 999 99.0 99.0  2.20  9.09  6.44 999 1002.8   9.7  10.2 999.0 99.0 99.00
2005 06 12 01 00 999 99.0 99.0  2.05 10.00  6.27 999 1003.0   9.5  10.2 999.0 99.0 99.00
2005 06 12 02 00 999 99.0 99.0  2.12  9.09  6.69 999 1003.1   9.4  10.2 999.0 99.0 99.00
2005 06 12 03 00 999 99.0 99.0  2.28  9.09  7.01 999 1003.1   9.7  10.1 999.0 99.0 99.00
2005 06 12 04 00 999 99.0 99.0  2.24  9.09  6.70 999 1003.2   9.7  10.1 999.0 99.0 99.00
2005 06 12 05 00 999 99.0 99.0  2.27  9.09  6.82 999 1003.3   9.7  10.1 999.0 99.0 99.00
2005 06 12 06 00 999 99.0 99.0  2.37  9.09  6.89 999 1003.9   9.5   9.9 999.0 99.0 99.00
2005 06 12 07 00 999 99.0 99.0  2.28  9.09  6.57 999 1004.1   9.4   9.8 999.0 99.0 99.00
2005 06 12 08 00 999 99.0 99.0  2.29  9.09  6.89 999 1004.5   9.5   9.8 999.0 99.0 99.00
2005 06 12 09 00 999 99.0 99.0  2.11  9.09  6.16 999 1004.8   9.4   9.8 999.0 99.0 99.00
2005 06 12 10 00 999 99.0 99.0  2.16  9.09  6.30 999 1005.0   9.4   9.8 999.0 99.0 99.00
2005 06 12 11 00 999 99.0 99.0  2.04  9.09  6.01 999 1005.4   9.4   9.8 999.0 99.0 99.00
2005 06 12 12 00 999 99.0 99.0  2.13  9.09  5.99 999 1005.5   9.0   9.8 999.0 99.0 99.00
2005 06 12 13 00 999 99.0 99.0  2.10  9.09  6.02 999 1005.7   9.0   9.8 999.0 99.0 99.00
2005 06 12 14 00 999 99.0 99.0  1.98  9.09  6.02 999 1006.2   8.7   9.8 999.0 99.0 99.00
2005 06 12 15 00 999 99.0 99.0  1.72  7.69  5.81 999 1006.8   8.4   9.8 999.0 99.0 99.00
2005 06 12 16 00 999 99.0 99.0  1.84  8.33  6.10 999 1007.2   8.8   9.8 999.0 99.0 99.00
2005 06 12 17 00 999 99.0 99.0  1.88  8.33  5.79 999 1007.8   8.7   9.8 999.0 99.0 99.00
2005 06 12 18 00 999 99.0 99.0  1.77  8.33  5.81 999 1008.1   9.4   9.8 999.0 99.0 99.00
2005 06 12 19 00 999 99.0 99.0  1.79  7.69  5.58 999 1008.7   9.5   9.8 999.0 99.0 99.00
2005 06 12 20 00 999 99.0 99.0  1.86  8.33  5.60 999 1009.4   9.5   9.8 999.0 99.0 99.00
2005 06 12 21 00 999 99.0 99.0  1.77  7.69  5.58 999 1009.9   9.7   9.8 999.0 99.0 99.00
2005 06 12 22 00 999 99.0 99.0  1.87  8.33  5.70 999 1010.2   9.7   9.8 999.0 99.0 99.00
2005 06 12 23 00 999 99.0 99.0  1.83  8.33  5.56 999 1010.3   9.7   9.8 999.0 99.0 99.00
2005 06 13 00 00 999 99.0 99.0  1.78  7.69  5.50 999 1010.9   9.7   9.8 999.0 99.0 99.00
2005 06 13 01 00 999 99.0 99.0  1.60 14.29  5.38 999 1011.1   9.7   9.8 999.0 99.0 99.00
2005 06 13 02 00 999 99.0 99.0  1.55  8.33  5.46 999 1011.2   9.7   9.8 999.0 99.0 99.00
2005 06 13 03 00 999 99.0 99.0  1.45 14.29  5.45 999 1011.7   9.8   9.8 999.0 99.0 99.00
2005 06 13 04 00 999 99.0 99.0  1.40 14.29  5.46 999 1011.7   9.7   9.8 999.0 99.0 99.00
2005 06 13 05 00 999 99.0 99.0  1.49 14.29  5.67 999 1011.8   9.3   9.8 999.0 99.0 99.00
2005 06 13 06 00 999 99.0 99.0  1.37 14.29  5.72 999 1012.0   9.6   9.8 999.0 99.0 99.00
2005 06 13 07 00 999 99.0 99.0  1.41 14.29  5.73 999 1012.5   9.7   9.8 999.0 99.0 99.00
2005 06 13 08 00 999 99.0 99.0  1.34  8.33  5.22 999 1012.6   9.5   9.8 999.0 99.0 99.00
2005 06 13 09 00 999 99.0 99.0  1.36 14.29  5.65 999 1012.7   9.5   9.8 999.0 99.0 99.00
2005 06 13 10 00 999 99.0 99.0  1.30 14.29  5.61 999 1013.2   9.7   9.8 999.0 99.0 99.00
2005 06 13 11 00 999 99.0 99.0  1.23  7.69  5.38 999 1013.2   9.7   9.8 999.0 99.0 99.00
2005 06 13 12 00 999 99.0 99.0  1.28 16.67  5.39 999 1013.2   9.5   9.8 999.0 99.0 99.00
2005 06 13 13 00 999 99.0 99.0  1.24 14.29  5.56 999 1012.8   9.6   9.8 999.0 99.0 99.00
2005 06 13 14 00 999 99.0 99.0  1.20 14.29  5.53 999 1013.1   9.7   9.8 999.0 99.0 99.00
2005 06 13 15 00 999 99.0 99.0  1.13 14.29  5.42 999 1013.2   9.7   9.8 999.0 99.0 99.00
2005 06 13 16 00 999 99.0 99.0  1.18 16.67  5.79 999 1013.2   9.7   9.8 999.0 99.0 99.00
2005 06 13 17 00 999 99.0 99.0  1.13 14.29  5.60 999 1013.3   9.8   9.8 999.0 99.0 99.00
2005 06 13 18 00 999 99.0 99.0  1.17 14.29  5.73 999 1013.4   9.8   9.8 999.0 99.0 99.00
2005 06 13 19 00 999 99.0 99.0  1.18 16.67  6.06 999 1014.0   9.8   9.8 999.0 99.0 99.00
2005 06 13 20 00 999 99.0 99.0  1.22 16.67  6.36 999 1014.1  10.2   9.8 999.0 99.0 99.00
2005 06 13 21 00 999 99.0 99.0  1.15 16.67  6.19 999 1014.2  10.3  10.2 999.0 99.0 99.00
2005 06 13 22 00 999 99.0 99.0  1.21 16.67  6.34 999 1014.3  10.3  10.2 999.0 99.0 99.00
2005 06 13 23 00 999 99.0 99.0  1.16  7.69  5.92 999 1014.4  10.5  10.3 999.0 99.0 99.00
2005 06 14 00 00 999 99.0 99.0  1.21  8.33  6.13 999 1014.7  10.6  10.5 999.0 99.0 99.00
2005 06 14 01 00 999 99.0 99.0  1.16 16.67  6.07 999 1014.3  10.6  10.6 999.0 99.0 99.00
2005 06 14 02 00 999 99.0 99.0  1.15 14.29  6.50 999 1014.6  10.5  10.6 999.0 99.0 99.00
2005 06 14 03 00 999 99.0 99.0  1.05 14.29  6.51 999 1014.5  10.6  10.6 999.0 99.0 99.00
2005 06 14 04 00 999 99.0 99.0  1.10 16.67  6.78 999 1014.5  10.5  10.6 999.0 99.0 99.00
2005 06 14 05 00 999 99.0 99.0  1.09 16.67  6.93 999 1014.4  10.5  10.6 999.0 99.0 99.00
2005 06 14 06 00 999 99.0 99.0  1.01 16.67  6.93 999 1014.3  10.3  10.6 999.0 99.0 99.00
2005 06 14 07 00 999 99.0 99.0  0.99 16.67  7.15 999 1014.8  10.2  10.6 999.0 99.0 99.00
2005 06 14 08 00 999 99.0 99.0  1.06 16.67  7.45 999 1014.8   9.8  10.6 999.0 99.0 99.00
2005 06 14 09 00 999 99.0 99.0  1.05 14.29  7.16 999 1014.8  10.2  10.5 999.0 99.0 99.00
2005 06 14 10 00 999 99.0 99.0  1.07 16.67  7.52 999 1014.8  10.2  10.5 999.0 99.0 99.00
2005 06 14 11 00 999 99.0 99.0  1.08 16.67  7.07 999 1014.5   9.8  10.5 999.0 99.0 99.00
2005 06 14 12 00 999 99.0 99.0  1.11 16.67  7.08 999 1014.2   9.7  10.4 999.0 99.0 99.00
2005 06 14 13 00 999 99.0 99.0  1.05 16.67  6.86 999 1014.1   9.8  10.5 999.0 99.0 99.00
2005 06 14 14 00 999 99.0 99.0  0.95 16.67  6.71 999 1013.9   9.8  10.5 999.0 99.0 99.00
2005 06 14 15 00 999 99.0 99.0  1.04 16.67  7.48 999 1013.4   9.8  10.5 999.0 99.0 99.00
2005 06 14 16 00 999 99.0 99.0  0.94 16.67  7.16 999 1013.4  10.0  10.3 999.0 99.0 99.00
2005 06 14 17 00 999 99.0 99.0  0.90 16.67  7.29 999 1013.4  10.3  10.3 999.0 99.0 99.00
2005 06 14 18 00 999 99.0 99.0  0.95 16.67  8.01 999 1013.3  10.9  10.5 999.0 99.0 99.00
2005 06 14 19 00 999 99.0 99.0  0.84 14.29  7.65 999 1013.7  10.9  10.5 999.0 99.0 99.00
