YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 23 07 00 186  7.5  9.4  3.27 10.00  7.51 999  988.3   4.3   5.1 999.0 99.0 99.00
2005 01 23 08 00 176  8.2  9.6  2.86 11.11  7.16 999  988.9   4.6   5.1 999.0 99.0 99.00
2005 01 23 09 00 162  6.6  8.0  3.14 10.00  7.34 999  989.2   4.4   5.1 999.0 99.0 99.00
2005 01 23 10 00 163  6.7  8.7  2.79 10.00  7.00 999  989.7   4.4   5.1 999.0 99.0 99.00
2005 01 23 11 00 182  6.2  7.4  2.59 10.00  7.03 999  990.1   4.4   5.1 999.0 99.0 99.00
2005 01 23 12 00 193  6.9  9.0  2.77 10.00  7.13 999  990.4   4.3   5.1 999.0 99.0 99.00
2005 01 23 13 00 183  7.0  8.1  2.55 10.00  6.66 999  990.8   4.0   5.1 999.0 99.0 99.00
2005 01 23 14 00 168  6.0  7.5  2.61 10.00  6.90 999  991.2   4.0   5.1 999.0 99.0 99.00
2005 01 23 15 00 180  5.7  7.4  2.44  9.09  6.96 999  991.4   4.0   5.1 999.0 99.0 99.00
2005 01 23 16 00 180  4.1  5.3  2.25  9.09  6.98 999  991.5   3.9   5.1 999.0 99.0 99.00
2005 01 23 17 00 172  4.6  6.3  2.34 10.00  6.78 999  991.6   4.3   5.1 999.0 99.0 99.00
2005 01 23 18 00 190  4.4  6.2  2.21  9.09  6.90 999  992.0   4.0   5.1 999.0 99.0 99.00
2005 01 23 19 00 183  4.2  5.3  2.33 10.00  7.10 999  992.3   4.2   5.1 999.0 99.0 99.00
2005 01 23 20 00 205  4.4  5.9  2.37 10.00  7.44 999  992.5   4.1   5.1 999.0 99.0 99.00
2005 01 23 21 00 196  3.9  5.8  2.21 10.00  7.08 999  993.0   3.6   5.1 999.0 99.0 99.00
2005 01 23 22 00 184  3.1  5.2  2.21  9.09  7.39 999  993.1   3.8   5.1 999.0 99.0 99.00
2005 01 23 23 00 229  3.9  4.8  2.21 10.00  7.28 999  993.2   4.0   5.1 999.0 99.0 99.00
2005 01 24 00 00 220  4.7  5.8  2.05 10.00  7.05 999  993.4   3.9   5.1 999.0 99.0 99.00
2005 01 24 01 00 218  3.4  4.6  2.30 10.00  7.33 999  993.7   3.9   5.1 999.0 99.0 99.00
2005 01 24 02 00 229  4.3  5.4  2.26  9.09  7.33 999  993.8   3.9   5.1 999.0 99.0 99.00
2005 01 24 03 00 231  4.2  5.3  2.09  9.09  7.16 999  994.5   3.6   5.1 999.0 99.0 99.00
2005 01 24 04 00 220  3.9  5.0  2.10  9.09  7.15 999  994.6   3.6   5.1 999.0 99.0 99.00
2005 01 24 05 00 231  3.7  5.0  2.10  9.09  7.05 999  995.1   3.6   5.1 999.0 99.0 99.00
2005 01 24 06 00 242  2.0  2.7  2.07 10.00  7.10 999  995.5   3.5   5.1 999.0 99.0 99.00
2005 01 24 07 00 229  2.0  3.3  1.94  9.09  7.10 999  995.6   3.5   5.1 999.0 99.0 99.00
2005 01 24 08 00 230  2.2  3.2  1.87  9.09  7.15 999  996.3   3.5   5.1 999.0 99.0 99.00
2005 01 24 09 00 208  2.4  3.3  1.80 10.00  7.36 999  997.3   3.5   5.1 999.0 99.0 99.00
2005 01 24 10 00 188  2.8  3.3  1.86 12.50  7.23 999  997.8   4.0   5.1 999.0 99.0 99.00
2005 01 24 11 00 187  3.6  4.4  1.96  9.09  7.51 999  998.4   4.4   5.1 999.0 99.0 99.00
2005 01 24 12 00 207  4.5  5.6  1.96 10.00  7.47 999  999.1   4.6   5.1 999.0 99.0 99.00
2005 01 24 13 00 208  4.2  5.2  1.81 11.11  7.30 999  999.5   4.7   5.1 999.0 99.0 99.00
2005 01 24 14 00 194  2.4  3.1  1.76  9.09  7.26 999  999.9   4.3   5.1 999.0 99.0 99.00
2005 01 24 15 00 173  1.5  2.1  1.80  8.33  7.07 999 1000.2   4.3   5.1 999.0 99.0 99.00
2005 01 24 16 00 178  5.5  6.8  1.84 10.00  7.26 999 1000.8   4.4   5.1 999.0 99.0 99.00
2005 01 24 17 00 149  5.2  6.2  1.69  9.09  6.58 999 1000.9   4.0   5.1 999.0 99.0 99.00
2005 01 24 18 00 128  5.9  7.0  1.72 10.00  6.48 999 1001.6   4.0   5.1 999.0 99.0 99.00
2005 01 24 19 00 126  7.4  8.8  1.76 11.11  6.57 999 1001.9   4.0   5.1 999.0 99.0 99.00
2005 01 24 20 00 129  8.4  9.8  1.70 10.00  5.89 999 1002.3   4.7   5.1 999.0 99.0 99.00
2005 01 24 21 00 119  8.3 10.4  1.60 10.00  5.60 999 1002.3   4.7   5.1 999.0 99.0 99.00
2005 01 24 22 00 111  8.7 10.5  1.70 10.00  5.67 999 1002.0   5.1   5.1 999.0 99.0 99.00
2005 01 24 23 00 115  9.2 11.2  1.60 11.11  5.17 999 1001.9   5.2   5.1 999.0 99.0 99.00
2005 01 25 00 00 122 10.4 12.5  1.72  9.09  5.25 999 1002.0   5.4   5.1 999.0 99.0 99.00
2005 01 25 01 00 114  9.7 11.6  1.81  5.26  5.12 999 1001.8   5.5   5.1 999.0 99.0 99.00
2005 01 25 02 00 109 10.1 12.7  2.03  5.56  5.27 999 1001.8   5.5   5.1 999.0 99.0 99.00
2005 01 25 03 00 111 10.5 12.9  1.97  5.88  5.13 999 1002.0   5.5   5.1 999.0 99.0 99.00
2005 01 25 04 00 101 11.3 13.3  2.18  5.88  5.19 999 1001.7   5.6   5.1 999.0 99.0 99.00
2005 01 25 05 00 101 11.8 13.7  2.34  6.25  5.42 999 1001.6   5.5   5.1 999.0 99.0 99.00
2005 01 25 06 00 100 12.2 14.3  2.46  5.88  5.28 999 1001.2   5.6   5.1 999.0 99.0 99.00
2005 01 25 07 00  98 12.6 14.8  2.96  6.67  5.61 999 1000.9   5.5   5.1 999.0 99.0 99.00
2005 01 25 08 00  98 13.5 17.0  2.76  7.14  5.68 999 1000.2   5.6   5.1 999.0 99.0 99.00
2005 01 25 09 00 105 13.6 18.0  3.34  7.69  6.10 999 1000.0   5.6   5.1 999.0 99.0 99.00
2005 01 25 10 00 104 13.9 17.3  3.60  6.67  6.33 999  999.6   5.5   5.1 999.0 99.0 99.00
2005 01 25 11 00 111 13.7 17.8  3.99  8.33  6.69 999  999.6   5.5   5.1 999.0 99.0 99.00
2005 01 25 12 00 113 14.0 16.8  4.45  8.33  7.13 999  999.8   5.6   5.1 999.0 99.0 99.00
2005 01 25 13 00 117 13.7 17.0  5.02  9.09  7.51 999 1000.1   5.6   5.1 999.0 99.0 99.00
2005 01 25 14 00 123 12.9 15.2  5.16  9.09  7.67 999 1000.6   5.6   5.1 999.0 99.0 99.00
2005 01 25 15 00 126 12.1 14.8  5.01 11.11  7.88 999 1001.0   5.6   5.1 999.0 99.0 99.00
2005 01 25 16 00 128 11.9 14.5  5.17 11.11  8.03 999 1001.6   5.6   5.1 999.0 99.0 99.00
2005 01 25 17 00 130 11.2 13.3  5.33 12.50  8.37 999 1002.2   5.6   5.1 999.0 99.0 99.00
2005 01 25 18 00 128 11.0 13.5  5.19 12.50  8.28 999 1003.1   5.5   5.1 999.0 99.0 99.00
2005 01 25 19 00 124 10.9 13.1  4.38 12.50  7.76 999 1003.8   5.5   5.1 999.0 99.0 99.00
2005 01 25 20 00 122 10.2 12.3  4.70 12.50  8.36 999 1004.4   5.5   5.1 999.0 99.0 99.00
2005 01 25 21 00 121  9.4 11.5  5.30 12.50  9.07 999 1004.7   5.5   5.1 999.0 99.0 99.00
2005 01 25 22 00 115  8.3 10.4  4.93 12.50  8.86 999 1004.7   5.5   5.1 999.0 99.0 99.00
2005 01 25 23 00 114  8.3 10.2  4.61 12.50  9.13 999 1004.8   5.5   5.1 999.0 99.0 99.00
2005 01 26 00 00 104  8.3 10.2  4.48 12.50  8.58 999 1004.9   5.2   5.1 999.0 99.0 99.00
2005 01 26 01 00  95  8.1 10.4  5.00 12.50  9.54 999 1005.2   5.5   5.1 999.0 99.0 99.00
2005 01 26 02 00  93  7.4  9.9  5.02 11.11  9.27 999 1005.3   4.7   5.1 999.0 99.0 99.00
2005 01 26 03 00  88  7.0  8.9  4.51 14.29  9.00 999 1005.4   5.1   5.1 999.0 99.0 99.00
2005 01 26 04 00  86  8.0 10.3  4.42 12.50  8.97 999 1005.3   5.1   5.1 999.0 99.0 99.00
2005 01 26 05 00  86  6.3  9.8  4.73 12.50  9.28 999 1004.9   4.7   5.1 999.0 99.0 99.00
2005 01 26 06 00  74  8.3 10.2  4.52 12.50  8.89 999 1004.4   4.3   5.1 999.0 99.0 99.00
2005 01 26 07 00  71  8.5 11.0  4.24 12.50  8.71 999 1004.2   5.0   5.1 999.0 99.0 99.00
2005 01 26 08 00  64  8.2 10.4  4.11 12.50  8.59 999 1003.7   4.8   5.1 999.0 99.0 99.00
2005 01 26 09 00  55 10.4 12.6  3.87 12.50  8.20 999 1003.2   5.1   5.1 999.0 99.0 99.00
2005 01 26 10 00  64 10.2 12.6  4.05 12.50  8.33 999 1002.8   4.8   5.1 999.0 99.0 99.00
2005 01 26 11 00  58 10.7 14.3  3.77 12.50  7.99 999 1002.0   4.4   5.1 999.0 99.0 99.00
2005 01 26 12 00  44  9.8 12.3  3.80 11.11  7.83 999 1001.2   4.7   5.1 999.0 99.0 99.00
2005 01 26 13 00  41 10.4 13.2  3.76 12.50  7.33 999 1000.4   4.7   5.1 999.0 99.0 99.00
2005 01 26 14 00  39 12.0 15.3  3.78 11.11  7.34 999  999.8   4.6   5.1 999.0 99.0 99.00
2005 01 26 15 00  40 12.3 14.6  4.12 12.50  7.22 999  999.3   4.4   5.1 999.0 99.0 99.00
2005 01 26 16 00  39 11.4 14.4  3.91 12.50  7.04 999  998.7   4.4   5.1 999.0 99.0 99.00
2005 01 26 17 00  37 12.0 15.0  3.85  7.14  6.71 999  998.0   4.6   5.1 999.0 99.0 99.00
2005 01 26 18 00  39 12.6 15.4  3.65 12.50  6.68 999  997.5   4.8   5.1 999.0 99.0 99.00
2005 01 26 19 00  40 12.7 16.3  3.54 12.50  6.59 999  997.1   4.8   5.1 999.0 99.0 99.00
2005 01 26 20 00  40 12.4 14.9  3.97  7.69  6.77 999  996.6   4.8   5.1 999.0 99.0 99.00
2005 01 26 21 00  43 12.1 14.8  3.70  7.69  6.84 999  995.9   5.1   5.1 999.0 99.0 99.00
2005 01 26 22 00  47 11.9 15.0  3.53  7.69  6.86 999  995.1   5.1   5.1 999.0 99.0 99.00
2005 01 26 23 00  50 11.8 14.3  3.74  8.33  6.95 999  994.3   5.2   5.1 999.0 99.0 99.00
2005 01 27 00 00  50 12.1 14.5  3.72  8.33  6.97 999  993.9   5.1   5.1 999.0 99.0 99.00
2005 01 27 01 00  50 12.3 14.9  3.63  8.33  6.87 999  993.8   5.1   5.1 999.0 99.0 99.00
2005 01 27 02 00  54 11.5 14.2  3.73  8.33  6.96 999  993.7   5.1   5.1 999.0 99.0 99.00
2005 01 27 03 00  57 11.4 14.7  3.54  8.33  6.54 999  993.6   5.1   5.1 999.0 99.0 99.00
2005 01 27 04 00  55 11.2 14.1  3.60  8.33  6.71 999  993.2   5.1   5.1 999.0 99.0 99.00
2005 01 27 05 00  51 11.6 13.7  3.24  8.33  6.43 999  993.2   4.8   5.1 999.0 99.0 99.00
2005 01 27 06 00  55 10.9 13.4  3.05 12.50  6.37 999  993.1   5.0   5.1 999.0 99.0 99.00
2005 01 27 07 00  52 10.2 12.1  2.98  8.33  6.36 999  993.1   5.1   5.1 999.0 99.0 99.00
2005 01 27 08 00  52  9.5 11.9  2.97 12.50  6.55 999  993.0   5.1   5.1 999.0 99.0 99.00
2005 01 27 09 00  50  9.2 10.9  3.01 12.50  6.88 999  992.7   5.1   5.1 999.0 99.0 99.00
2005 01 27 10 00  50  8.4 10.3  2.88 12.50  6.76 999  992.4   5.1   5.1 999.0 99.0 99.00
2005 01 27 11 00  48  8.0  9.4  2.81 10.00  6.50 999  992.2   4.8   5.1 999.0 99.0 99.00
2005 01 27 12 00  42  8.1 10.5  2.60  8.33  6.56 999  991.6   4.8   5.1 999.0 99.0 99.00
2005 01 27 13 00  44  7.1  9.0  2.61 12.50  6.76 999  991.5   5.0   5.1 999.0 99.0 99.00
2005 01 27 14 00  45  6.7  8.3  2.52  9.09  6.68 999  991.3   4.8   5.1 999.0 99.0 99.00
2005 01 27 15 00  38  5.7  7.3  2.54 12.50  6.56 999  991.3   4.8   5.1 999.0 99.0 99.00
2005 01 27 16 00  42  4.7  5.6  2.58  8.33  6.93 999  991.1   4.8   5.1 999.0 99.0 99.00
2005 01 27 17 00  43  3.7  4.7  2.47  9.09  7.03 999  991.1   5.1   5.1 999.0 99.0 99.00
2005 01 27 18 00  40  2.6  3.5  2.68 12.50  7.31 999  991.3   4.8   5.1 999.0 99.0 99.00
2005 01 27 19 00  56  2.6  3.6  2.38 12.50  7.24 999  991.4   4.8   5.1 999.0 99.0 99.00
2005 01 27 20 00  52  3.1  4.1  2.52 12.50  7.44 999  991.4   5.1   5.1 999.0 99.0 99.00
2005 01 27 21 00  56  3.1  4.0  2.51 12.50  7.44 999  991.4   5.1   5.1 999.0 99.0 99.00
2005 01 27 22 00  66  3.4  4.4  2.43 12.50  7.29 999  991.4   5.0   5.1 999.0 99.0 99.00
2005 01 27 23 00  70  3.5  4.5  2.47 12.50  7.45 999  991.3   4.8   5.1 999.0 99.0 99.00
2005 01 28 00 00  71  2.9  3.8  2.39 12.50  7.50 999  990.9   4.8   5.1 999.0 99.0 99.00
2005 01 28 01 00  68  2.7  3.5  2.31 12.50  7.61 999  991.1   4.8   5.1 999.0 99.0 99.00
2005 01 28 02 00  81  3.0  3.8  2.22 12.50  7.42 999  991.4   5.1   5.1 999.0 99.0 99.00
2005 01 28 03 00  90  3.6  4.7  2.57  9.09  7.76 999  991.6   5.0   5.1 999.0 99.0 99.00
2005 01 28 04 00  80  3.6  4.8  2.45 12.50  7.69 999  991.8   4.8   5.1 999.0 99.0 99.00
2005 01 28 05 00  80  3.4  4.3  2.32  8.33  7.13 999  992.2   4.8   5.1 999.0 99.0 99.00
2005 01 28 06 00  71  3.4  4.5  2.56 12.50  7.97 999  992.4   4.8   5.1 999.0 99.0 99.00
2005 01 28 07 00  77  3.6  4.7  2.56 12.50  7.64 999  992.3   4.8   5.1 999.0 99.0 99.00
2005 01 28 08 00  77  3.7  4.8  2.37  9.09  7.20 999  992.8   4.8   5.1 999.0 99.0 99.00
2005 01 28 09 00  74  3.0  4.1  2.48 11.11  7.41 999  992.9   4.8   5.1 999.0 99.0 99.00
2005 01 28 10 00  68  2.5  3.3  2.15  8.33  7.01 999  992.9   4.8   5.1 999.0 99.0 99.00
2005 01 28 11 00  80  2.5  3.5  2.53  9.09  7.66 999  993.0   4.8   5.1 999.0 99.0 99.00
2005 01 28 12 00 140  1.7  2.3  2.17  9.09  7.42 999  993.1   4.8   5.1 999.0 99.0 99.00
2005 01 28 13 00 183  2.6  3.2  2.09  9.09  7.33 999  993.2   4.8   5.1 999.0 99.0 99.00
2005 01 28 14 00 198  2.8  3.7  2.23  9.09  7.73 999  993.2   4.8   5.1 999.0 99.0 99.00
2005 01 28 15 00 194  3.5  4.4  2.28  9.09  7.81 999  993.6   4.7   5.1 999.0 99.0 99.00
2005 01 28 16 00 186  2.6  3.5  2.09  8.33  7.51 999  993.6   4.7   5.1 999.0 99.0 99.00
2005 01 28 17 00 172  3.0  3.9  2.24  8.33  7.75 999  993.7   4.4   5.1 999.0 99.0 99.00
2005 01 28 18 00 197  2.0  3.1  2.21  9.09  7.59 999  993.8   4.0   5.1 999.0 99.0 99.00
2005 01 28 19 00 174  3.6  4.6  2.06 10.00  7.37 999  994.4   4.0   5.1 999.0 99.0 99.00
2005 01 28 20 00 153  3.4  4.4  2.21  8.33  7.47 999  994.8   3.6   5.1 999.0 99.0 99.00
2005 01 28 21 00 148  4.1  5.2  2.21  8.33  7.28 999  995.3   3.2   5.1 999.0 99.0 99.00
2005 01 28 22 00 141  4.2  5.2  2.06  8.33  6.94 999  994.8   3.2   5.1 999.0 99.0 99.00
2005 01 28 23 00 129  3.2  4.2  2.08  9.09  7.17 999  994.5   3.2   5.1 999.0 99.0 99.00
2005 01 29 00 00 131  4.5  5.7  2.02  8.33  7.29 999  994.3   3.1   5.1 999.0 99.0 99.00
2005 01 29 01 00 121  4.4  5.5  1.92  9.09  7.21 999  994.2   2.8   5.1 999.0 99.0 99.00
2005 01 29 02 00 109  5.7  7.2  1.89  8.33  7.05 999  993.9   2.9   5.1 999.0 99.0 99.00
2005 01 29 03 00 115  5.7  8.2  1.83  8.33  6.95 999  993.9   3.1   5.1 999.0 99.0 99.00
2005 01 29 04 00 110  6.6  8.3  1.80  8.33  6.79 999  993.9   3.0   5.1 999.0 99.0 99.00
2005 01 29 05 00 112  6.7  7.9  1.96 10.00  6.79 999  993.8   3.5   5.1 999.0 99.0 99.00
2005 01 29 06 00 110  8.2  9.8  2.02  7.69  6.73 999  993.6   3.6   5.1 999.0 99.0 99.00
2005 01 29 07 00  94  7.6  9.4  2.00 10.00  6.47 999  993.3   3.9   5.1 999.0 99.0 99.00
2005 01 29 08 00 105  9.2 11.0  2.03  9.09  6.09 999  992.9   3.9   5.1 999.0 99.0 99.00
2005 01 29 09 00  96  8.9 11.0  2.04 10.00  6.01 999  992.5   3.6   5.1 999.0 99.0 99.00
2005 01 29 10 00  99  9.1 11.0  2.11 20.00  6.17 999  992.0   3.9   5.1 999.0 99.0 99.00
2005 01 29 11 00  88  8.4 10.1  2.17 11.11  6.24 999  991.3   4.3   5.1 999.0 99.0 99.00
2005 01 29 12 00 109  9.2 11.5  2.24 16.67  6.42 999  990.7   4.1   5.1 999.0 99.0 99.00
2005 01 29 13 00  95  9.7 11.9  2.34 16.67  6.29 999  990.4   4.3   5.1 999.0 99.0 99.00
2005 01 29 14 00  93  9.9 12.9  2.32 16.67  6.23 999  989.9   4.7   5.1 999.0 99.0 99.00
2005 01 29 15 00  93 11.0 13.5  2.56 16.67  6.31 999  989.5   4.7   5.1 999.0 99.0 99.00
2005 01 29 16 00 100 10.5 12.8  2.77 16.67  6.55 999  989.4   5.1   5.1 999.0 99.0 99.00
2005 01 29 17 00 116 10.0 12.2  2.45 16.67  6.46 999  989.7   5.2   5.1 999.0 99.0 99.00
2005 01 29 18 00 142  7.7  9.5  2.77 16.67  6.62 999  990.6   5.5   5.1 999.0 99.0 99.00
2005 01 29 19 00 173  7.9 10.0  2.54 16.67  6.36 999  991.5   5.5   5.1 999.0 99.0 99.00
2005 01 29 20 00 170  8.2 10.1  2.43  6.25  6.05 999  992.5   5.6   5.1 999.0 99.0 99.00
2005 01 29 21 00 180  7.5  9.6  2.45  6.67  6.36 999  993.7   5.8   5.1 999.0 99.0 99.00
2005 01 29 22 00 186  6.8  8.1  2.49 14.29  6.38 999  994.2   5.6   5.1 999.0 99.0 99.00
2005 01 29 23 00 175  6.6  8.2  2.76 20.00  7.05 999  994.5   5.8   5.1 999.0 99.0 99.00
2005 01 30 00 00 175  7.3  9.0  3.34 20.00  8.76 999  995.0   5.6   5.1 999.0 99.0 99.00
2005 01 30 01 00 169  6.4  7.8  4.03 20.00  9.56 999  995.4   5.5   5.1 999.0 99.0 99.00
2005 01 30 02 00 169  7.0  8.1  3.77 20.00  9.46 999  996.2   5.5   5.1 999.0 99.0 99.00
2005 01 30 03 00 160  5.6  6.7  4.27 20.00 10.10 999  996.7   5.2   5.1 999.0 99.0 99.00
2005 01 30 04 00 151  5.3  7.4  4.56 16.67 10.69 999  996.5   5.2   5.1 999.0 99.0 99.00
2005 01 30 05 00 129  5.9  7.3  3.82 16.67  9.54 999  996.2   5.1   5.1 999.0 99.0 99.00
2005 01 30 06 00 119  6.6  8.0  3.87 16.67  9.55 999  995.5   5.1   5.1 999.0 99.0 99.00
2005 01 30 07 00 104  7.8  9.5  4.66 16.67 10.69 999  994.6   4.7   5.1 999.0 99.0 99.00
2005 01 30 08 00  99  8.4 10.7  4.01 16.67  9.69 999  993.6   4.8   5.1 999.0 99.0 99.00
2005 01 30 09 00  86  8.7 10.8  4.78 14.29 10.01 999  992.4   5.1   5.1 999.0 99.0 99.00
2005 01 30 10 00  83  9.3 11.4  4.69 16.67  9.83 999  990.8   5.1   5.1 999.0 99.0 99.00
2005 01 30 11 00  70 10.5 13.3  4.70 16.67  9.97 999  988.1   5.1   5.0 999.0 99.0 99.00
2005 01 30 12 00  75 11.9 17.2  4.37 14.29  9.07 999  986.3   5.2   5.0 999.0 99.0 99.00
2005 01 30 13 00  65 14.3 19.0  4.79 16.67  8.33 999  983.7   4.7   5.1 999.0 99.0 99.00
2005 01 30 14 00  61 16.0 19.4  4.54 16.67  7.84 999  980.7   4.4   5.1 999.0 99.0 99.00
2005 01 30 15 00  42 15.7 19.4  4.66 16.67  7.34 999  978.0   3.1   5.0 999.0 99.0 99.00
2005 01 30 16 00  38 15.7 19.1  4.64 16.67  7.34 999  975.3   3.5   4.8 999.0 99.0 99.00
2005 01 30 17 00  39 17.4 21.2  4.82  8.33  7.15 999  972.8   3.9   4.8 999.0 99.0 99.00
2005 01 30 18 00  29 16.9 20.9  5.57  8.33  7.67 999  971.1   3.2   4.8 999.0 99.0 99.00
2005 01 30 19 00  19 14.0 17.2  5.86  9.09  7.80 999  970.6   3.5   4.8 999.0 99.0 99.00
2005 01 30 20 00  16  9.5 12.4  5.44 10.00  8.18 999  971.2   4.0   4.8 999.0 99.0 99.00
2005 01 30 21 00 343  8.4 11.2  5.32 14.29  8.73 999  972.2   3.8   4.8 999.0 99.0 99.00
2005 01 30 22 00 320  8.1  9.7  4.99 14.29  8.41 999  972.8   3.6   4.8 999.0 99.0 99.00
2005 01 30 23 00 294  8.4 10.8  5.33 14.29  9.00 999  973.4   3.9   4.8 999.0 99.0 99.00
2005 01 31 00 00 289  9.6 12.6  4.91 14.29  8.73 999  974.1   4.0   4.8 999.0 99.0 99.00
2005 01 31 01 00 286  9.8 13.4  4.68 14.29  8.47 999  975.2   3.9   4.8 999.0 99.0 99.00
2005 01 31 02 00 294 10.7 13.2  4.26 12.50  7.95 999  976.4   4.3   4.8 999.0 99.0 99.00
2005 01 31 03 00 288 10.3 13.2  3.98 11.11  7.32 999  977.6   4.4   4.8 999.0 99.0 99.00
2005 01 31 04 00 287 12.5 15.5  4.15 14.29  7.50 999  978.7   4.5   4.8 999.0 99.0 99.00
2005 01 31 05 00 288 10.0 13.1  3.83 14.29  6.95 999  980.3   4.3   4.8 999.0 99.0 99.00
2005 01 31 06 00 275 10.8 14.1  4.34 12.50  7.59 999  981.7   4.4   4.8 999.0 99.0 99.00
2005 01 31 07 00 271 10.1 12.7  4.10 11.11  7.58 999  982.7   4.7   4.9 999.0 99.0 99.00
2005 01 31 08 00 270  8.9 10.6  4.23 14.29  7.73 999  983.5   4.5   5.1 999.0 99.0 99.00
2005 01 31 09 00 270  9.7 12.0  4.31 12.50  7.95 999  984.6   4.7   5.1 999.0 99.0 99.00
2005 01 31 10 00 270  7.0  9.1  3.99 12.50  7.55 999  985.4   4.7   5.1 999.0 99.0 99.00
2005 01 31 11 00 253  6.6  8.5  4.26 12.50  7.80 999  985.5   4.8   5.1 999.0 99.0 99.00
2005 01 31 12 00 242  7.3  9.2  3.99 11.11  7.52 999  985.9   5.1   4.9 999.0 99.0 99.00
2005 01 31 13 00 228  7.7  9.7  3.85 11.11  7.20 999  986.0   4.5   4.8 999.0 99.0 99.00
2005 01 31 14 00 221  7.0  8.9  3.92 10.00  7.57 999  986.2   4.0   4.8 999.0 99.0 99.00
2005 01 31 15 00 216  6.2  7.5  3.29 10.00  7.11 999  986.5   3.8   4.8 999.0 99.0 99.00
2005 01 31 16 00 224  6.1  7.5  3.28 11.11  7.45 999  986.7   4.0   4.8 999.0 99.0 99.00
2005 01 31 17 00 232  7.8  9.4  2.92 10.00  7.15 999  986.9   4.4   4.8 999.0 99.0 99.00
2005 01 31 18 00 227  8.2 10.3  3.06  7.69  7.06 999  987.6   4.7   4.8 999.0 99.0 99.00
2005 01 31 19 00 233  8.1 10.1  2.85 12.50  6.94 999  988.6   4.7   4.8 999.0 99.0 99.00
2005 01 31 20 00 256  9.1 11.7  3.01 10.00  7.14 999  989.4   4.8   4.8 999.0 99.0 99.00
2005 01 31 21 00 259  7.0  8.8  3.24 11.11  7.20 999  990.0   4.7   5.1 999.0 99.0 99.00
2005 01 31 22 00 253  7.5  9.5  3.61 12.50  7.53 999  990.8   4.4   5.1 999.0 99.0 99.00
2005 01 31 23 00 297  6.4  8.3  3.30  9.09  7.22 999  991.4   2.8   5.1 999.0 99.0 99.00
2005 02 01 00 00 297  6.1  7.9  3.38  9.09  7.54 999  991.7   2.4   5.1 999.0 99.0 99.00
2005 02 01 01 00 284  2.9  4.7  3.32 10.00  7.79 999  992.3   2.3   5.1 999.0 99.0 99.00
2005 02 01 02 00 264  3.6  5.2  3.41  9.09  7.83 999  992.8   3.2   5.1 999.0 99.0 99.00
2005 02 01 03 00 301  4.8  6.3  3.39 10.00  7.59 999  993.4   3.2   5.1 999.0 99.0 99.00
2005 02 01 04 00 294  5.2  6.7  3.25 11.11  7.82 999  993.8   3.1   5.1 999.0 99.0 99.00
2005 02 01 05 00 298  5.6  7.8  3.22 10.00  7.32 999  994.4   2.9   4.9 999.0 99.0 99.00
2005 02 01 06 00 304  4.8  6.3  3.05 11.11  7.35 999  994.7   2.5   4.8 999.0 99.0 99.00
2005 02 01 07 00 317  4.9  6.8  3.29 11.11  7.89 999  994.7   2.4   4.8 999.0 99.0 99.00
2005 02 01 08 00 318  4.7  6.3  3.20  9.09  7.67 999  995.2   2.5   4.8 999.0 99.0 99.00
2005 02 01 09 00 332  6.4  8.1  3.36 11.11  8.26 999  995.1   2.4   4.8 999.0 99.0 99.00
2005 02 01 10 00 341  6.6  8.3  3.28 11.11  7.77 999  995.2   2.4   4.8 999.0 99.0 99.00
2005 02 01 11 00 344  6.6  8.6  3.18 12.50  7.64 999  994.8   2.3   4.8 999.0 99.0 99.00
2005 02 01 12 00 344  6.4  8.6  3.35 11.11  7.63 999  994.3   2.2   4.8 999.0 99.0 99.00
2005 02 01 13 00 346  6.2  7.7  3.23 11.11  7.42 999  993.7   2.1   4.8 999.0 99.0 99.00
2005 02 01 14 00 330  6.2  8.3  3.77 11.11  8.00 999  993.3   2.0   4.8 999.0 99.0 99.00
2005 02 01 15 00 323  5.0  7.1  3.31 11.11  7.84 999  993.4   1.7   4.8 999.0 99.0 99.00
2005 02 01 16 00 313  5.7  7.9  3.27 10.00  7.91 999  993.2   1.4   4.8 999.0 99.0 99.00
2005 02 01 17 00 316  3.7  5.7  3.13 11.11  7.90 999  992.9   1.6   4.8 999.0 99.0 99.00
2005 02 01 18 00 335  6.8  9.8  2.92 12.50  7.77 999  992.9   1.7   4.8 999.0 99.0 99.00
2005 02 01 19 00 325  7.1  9.3  2.80 11.11  7.68 999  993.3   1.9   4.8 999.0 99.0 99.00
2005 02 01 20 00 331  8.3 10.6  2.80 11.11  7.38 999  993.8   2.4   4.8 999.0 99.0 99.00
2005 02 01 21 00 302  7.8 10.4  2.86 11.11  7.17 999  994.7   2.4   4.8 999.0 99.0 99.00
2005 02 01 22 00 298  7.0  9.6  2.92 11.11  7.37 999  995.4   2.4   4.8 999.0 99.0 99.00
2005 02 01 23 00 277  8.5 10.0  2.87 11.11  7.26 999  995.5   2.4   4.8 999.0 99.0 99.00
2005 02 02 00 00 286  8.5 11.2  2.77 12.50  7.15 999  995.8   2.3   4.8 999.0 99.0 99.00
2005 02 02 01 00 289 11.0 13.3  3.17 11.11  7.04 999  996.8   1.6   4.8 999.0 99.0 99.00
